screen_name,degree,betweenness,eigenvector,opinions,community_id
AlanMyles8,1,0.0,1.0254374028002163e-18,NONE,2
elliereeves,1,0.0,1.1835256690652496e-17,NONE,40
Mavsmummmy,2,0.0,4.2726558450008996e-20,NOT_AGAINST,2
B_man1973,1,0.0,4.2726558450008996e-20,NOT_AGAINST,2
MickGreenhough,10,1.0423548285055365e-07,1.0254374028002163e-18,NOT_AGAINST,0
nessdoll,2,0.0,4.2726558450008996e-20,NOT_AGAINST,2
KieranHurwood,2,0.0,4.2726558450008996e-20,NOT_AGAINST,6
nellonthemelon,1,0.0,1.0254374028002163e-18,NONE,6
jetsetter2471,1,0.0,4.2726558450008996e-20,NOT_AGAINST,2
DarrenBellreads,6,0.0,4.2726558450008996e-20,NOT_AGAINST,2
LeeHooton,3,0.0,4.2726558450008996e-20,AGAINST,0
amitkohli1976,2,0.0,4.2726558450008996e-20,NOT_AGAINST,2
gilliesg22,2,0.0,4.2726558450008996e-20,NOT_AGAINST,1
B_D_A_05,2,0.0,4.2726558450008996e-20,NOT_AGAINST,2
crl72,2,0.0,4.2726558450008996e-20,NONE,10
therealbiostate,2,0.0,4.2726558450008996e-20,NOT_AGAINST,2
alfred1359,1,0.0,4.2726558450008996e-20,NOT_AGAINST,5
stevehollyhouse,1,0.0,4.2726558450008996e-20,NOT_AGAINST,5
rajsing53337652,1,0.0,4.2726558450008996e-20,NOT_AGAINST,5
CJay1982,1,0.0,4.2726558450008996e-20,NOT_AGAINST,2
CarlGreggain,2,0.0,4.2726558450008996e-20,NOT_AGAINST,2
Van_Patten,1,0.0,4.2726558450008996e-20,AGAINST,0
BrookBayPirate,5,0.0,4.956280780201044e-18,AGAINST,0
JonathanMcG1990,4,0.0,4.2726558450008996e-20,NOT_AGAINST,2
UniversalMindH1,1,0.0,4.2726558450008996e-20,NOT_AGAINST,2
BENJSCOX,1,0.0,4.2726558450008996e-20,NOT_AGAINST,2
celtichare,1,0.0,4.2726558450008996e-20,NOT_AGAINST,2
GailKir94323570,2,0.0,4.2726558450008996e-20,NOT_AGAINST,5
FixedWingGuy,2,0.0,4.2726558450008996e-20,NOT_AGAINST,2
HowAboutARiddle,1,0.0,4.2726558450008996e-20,NOT_AGAINST,2
Dounestylee,1,0.0,4.2726558450008996e-20,AGAINST,0
_RuailleBuaille,2,0.0,4.2726558450008996e-20,NOT_AGAINST,2
John_Kenney,1,0.0,4.2726558450008996e-20,NOT_AGAINST,4
blinklee182,2,0.0,4.2726558450008996e-20,NOT_AGAINST,2
susannics,4,0.0,4.2726558450008996e-20,NOT_AGAINST,2
sallyrussell124,1,0.0,4.2726558450008996e-20,NOT_AGAINST,4
Sukyspook,1,0.0,4.2726558450008996e-20,NOT_AGAINST,2
Martin00374391,3,0.0,4.2726558450008996e-20,NOT_AGAINST,3
filip_elmer,1,0.0,4.2726558450008996e-20,NOT_AGAINST,2
Phil51698795,1,0.0,4.2726558450008996e-20,NOT_AGAINST,2
Gaby98699204,1,0.0,4.2726558450008996e-20,NOT_AGAINST,0
johnsmi97184270,4,0.0,4.2726558450008996e-20,NOT_AGAINST,2
Emale1999,1,0.0,4.2726558450008996e-20,NOT_AGAINST,2
MarkbKbf,1,0.0,4.2726558450008996e-20,NOT_AGAINST,2
RogTallbloke,2,0.0,4.2726558450008996e-20,NOT_AGAINST,2
ianrweeks,1,0.0,4.2726558450008996e-20,NOT_AGAINST,0
Grumpy40274816,3,0.0,4.2726558450008996e-20,NOT_AGAINST,2
JSMilbank,1,0.0,4.2726558450008996e-20,AGAINST,1213
suzania,1,0.0,1.0254374028002163e-18,NONE,1213
MPerkins_UK,1,0.0,4.2726558450008996e-20,NOT_AGAINST,2
jhsmith156,3,0.0,4.2726558450008996e-20,NOT_AGAINST,2
sandralondon98,1,0.0,4.2726558450008996e-20,NOT_AGAINST,0
bwright1951,1,0.0,4.2726558450008996e-20,NOT_AGAINST,0
AeneasHart,1,0.0,4.2726558450008996e-20,NOT_AGAINST,2
jewdrop52,1,0.0,4.2726558450008996e-20,NOT_AGAINST,0
ratthy4,3,0.0,4.2726558450008996e-20,NOT_AGAINST,2
Matronincharge,2,0.0,4.2726558450008996e-20,NOT_AGAINST,2
shellsXxX,2,0.0,4.2726558450008996e-20,NOT_AGAINST,2
ChrisTopping,1,0.0,4.2726558450008996e-20,NOT_AGAINST,2
problem_we,30,0.0,3.5892048068936453e-13,NOT_AGAINST,2
furbabygirl,1,0.0,4.2726558450008996e-20,NOT_AGAINST,5
IanPethick,2,0.0,4.2726558450008996e-20,NOT_AGAINST,16
jnigelscott,1,0.0,1.0254374028002163e-18,NONE,16
Steve19541954,1,0.0,4.2726558450008996e-20,NOT_AGAINST,5
KWE81293818,1,0.0,4.2726558450008996e-20,NOT_AGAINST,5
pjlivelife,1,0.0,4.2726558450008996e-20,NOT_AGAINST,2
murray_daisy,1,0.0,4.2726558450008996e-20,NOT_AGAINST,5
MikeDHood,3,0.0,4.2726558450008996e-20,NOT_AGAINST,2
andrewjmckillop,2,0.0,4.2726558450008996e-20,NOT_AGAINST,5
Mel35380754,2,0.0,4.2726558450008996e-20,NOT_AGAINST,2
wwfast,2,0.0,4.2726558450008996e-20,NOT_AGAINST,2
Mim88604457,3,0.0,4.2726558450008996e-20,NOT_AGAINST,2
StephenPLundy,3,0.0,4.2726558450008996e-20,NOT_AGAINST,5
jenkinhill,1,0.0,4.2726558450008996e-20,NOT_AGAINST,5
JackPringle96,2,0.0,4.2726558450008996e-20,NOT_AGAINST,2
LewisDReynolds,2,0.0,4.2726558450008996e-20,NOT_AGAINST,2
Calum92Stevens,1,0.0,4.2726558450008996e-20,NOT_AGAINST,2
KerryB89610151,1,0.0,4.2726558450008996e-20,NOT_AGAINST,2
Manikan81886280,1,0.0,4.2726558450008996e-20,NOT_AGAINST,2
MargaretHollyo5,2,0.0,4.2726558450008996e-20,NOT_AGAINST,2
Nelly2301958751,1,0.0,4.2726558450008996e-20,NOT_AGAINST,4
elspethgraham,2,0.0,4.2726558450008996e-20,NOT_AGAINST,6
mole47458716,2,0.0,4.2726558450008996e-20,NOT_AGAINST,2
mdfdvntrs,1,0.0,4.2726558450008996e-20,NOT_AGAINST,2
LiamSymo,3,0.0,4.2726558450008996e-20,NOT_AGAINST,2
ann_dempsey,3,0.0,4.2726558450008996e-20,AGAINST,0
northernhaze76,2,0.0,4.2726558450008996e-20,NOT_AGAINST,4
jpwdogs1964,1,0.0,4.2726558450008996e-20,NOT_AGAINST,5
Ashokemaghwar,1,0.0,4.2726558450008996e-20,NONE,21
takingaimtowin,1,0.0,4.2726558450008996e-20,NOT_AGAINST,0
steveedwards18,3,0.0,4.2726558450008996e-20,NOT_AGAINST,2
ScottGuest79,2,0.0,4.2726558450008996e-20,NOT_AGAINST,2
TalkCric3,1,0.0,4.2726558450008996e-20,NOT_AGAINST,5
avraam2000,1,0.0,4.2726558450008996e-20,NOT_AGAINST,5
tweetd99,2,0.0,4.2726558450008996e-20,NOT_AGAINST,5
IainMelville4,4,0.0,4.2726558450008996e-20,NOT_AGAINST,1
dom_dominator,1,0.0,4.2726558450008996e-20,NOT_AGAINST,2
Dragons68317191,1,0.0,4.2726558450008996e-20,NOT_AGAINST,0
MinorMinerLSE,1,0.0,4.2726558450008996e-20,NOT_AGAINST,0
jasonking_999,5,0.0,4.2726558450008996e-20,NOT_AGAINST,2
GaryHospEx,2,0.0,4.2726558450008996e-20,NOT_AGAINST,2
NickGething,1,0.0,4.2726558450008996e-20,NOT_AGAINST,2
JanChat56,6,2.8076897737522867e-08,1.4783389223703122e-17,NOT_AGAINST,1
charith88678000,2,0.0,4.2726558450008996e-20,NOT_AGAINST,5
Lobo2020Puti,1,0.0,4.2726558450008996e-20,NOT_AGAINST,2
calledo64900036,1,0.0,4.2726558450008996e-20,NOT_AGAINST,5
ArthurCarling,1,0.0,4.2726558450008996e-20,NOT_AGAINST,2
Geor97,1,0.0,4.2726558450008996e-20,NOT_AGAINST,6
Richard69761839,1,0.0,4.2726558450008996e-20,NOT_AGAINST,2
GillDalley,2,0.0,4.2726558450008996e-20,NOT_AGAINST,2
LesleyJ85840609,2,0.0,4.2726558450008996e-20,NOT_AGAINST,2
SpeedBird73,1,0.0,4.2726558450008996e-20,NOT_AGAINST,2
mac_shar,2,0.0,4.2726558450008996e-20,NOT_AGAINST,2
little_eee_3,2,0.0,4.2726558450008996e-20,NOT_AGAINST,2
mohdaslamkhan,2,0.0,4.2726558450008996e-20,NOT_AGAINST,2
mark_allatt,1,0.0,4.2726558450008996e-20,NOT_AGAINST,2
thedavidcolman,2,0.0,4.2726558450008996e-20,NOT_AGAINST,2
bjacobs14,1,0.0,4.2726558450008996e-20,NOT_AGAINST,6
MartynDavid2,4,0.0,4.2726558450008996e-20,NOT_AGAINST,0
TribeIceni,1,0.0,4.2726558450008996e-20,AGAINST,0
Paul256048833,1,0.0,4.2726558450008996e-20,NOT_AGAINST,6
KevinBrianKear1,2,0.0,4.2726558450008996e-20,NOT_AGAINST,2
Passionflower99,6,0.0,4.2726558450008996e-20,NOT_AGAINST,2
nicolatsproston,1,0.0,4.2726558450008996e-20,NOT_AGAINST,2
CrazyPicker7,1,0.0,4.2726558450008996e-20,NOT_AGAINST,2
britom1947,3,0.0,4.2726558450008996e-20,NOT_AGAINST,2
TopCat7155,3,0.0,4.2726558450008996e-20,NOT_AGAINST,2
tonywonderfire,2,0.0,4.2726558450008996e-20,NOT_AGAINST,0
Urban_Bystander,1,0.0,4.2726558450008996e-20,NONE,21
ianwilgoose,3,0.0,4.2726558450008996e-20,NOT_AGAINST,5
HAI3939,1,0.0,4.2726558450008996e-20,NOT_AGAINST,2
sharks1334,3,1.4038448868761434e-09,1.0254374028002163e-18,NOT_AGAINST,1
BarnacleDesign,1,0.0,4.2726558450008996e-20,NOT_AGAINST,2
Smeeghee,2,0.0,4.2726558450008996e-20,NOT_AGAINST,5
threeoffive,1,0.0,4.2726558450008996e-20,NOT_AGAINST,2
elphinstone97,2,0.0,4.2726558450008996e-20,NOT_AGAINST,4
Predrag_Nikolik,1,0.0,4.2726558450008996e-20,NOT_AGAINST,2
RevengeBunny,1,0.0,4.2726558450008996e-20,NOT_AGAINST,2
nancyvictoria,1,0.0,4.2726558450008996e-20,NOT_AGAINST,2
Alicebellamy,1,0.0,4.2726558450008996e-20,NOT_AGAINST,2
chriskeebs,2,0.0,4.2726558450008996e-20,NOT_AGAINST,2
karlmccartney,1,0.0,4.2726558450008996e-20,NOT_AGAINST,5
MagnaCa77552324,2,0.0,4.2726558450008996e-20,NOT_AGAINST,2
ron_waffle,1,0.0,4.2726558450008996e-20,NOT_AGAINST,5
MrJWEsq,1,0.0,4.2726558450008996e-20,NOT_AGAINST,2
GiveUsAQuid,1,0.0,4.2726558450008996e-20,NOT_AGAINST,2
DrAbdulAziz32,1,0.0,4.2726558450008996e-20,NONE,21
tobiasomiller,1,0.0,4.2726558450008996e-20,NOT_AGAINST,2
bashirnichari1,2,0.0,4.2726558450008996e-20,NOT_AGAINST,21
PeteMoring,1,0.0,4.2726558450008996e-20,AGAINST,1
Leon19070210,1,0.0,4.2726558450008996e-20,NOT_AGAINST,2
EJAM613,1,0.0,4.2726558450008996e-20,NOT_AGAINST,2
edward_baran,1,0.0,4.2726558450008996e-20,NOT_AGAINST,2
beerprole009,1,0.0,4.2726558450008996e-20,NOT_AGAINST,2
slim_douglas,5,5.334610570129345e-08,6.604244139617892e-16,AGAINST,10
DarrylMagher,3,2.2461518190018294e-08,7.168857237114626e-13,NOT_AGAINST,5
renkes,2,0.0,4.2726558450008996e-20,NOT_AGAINST,4
handy_garden,1,0.0,4.2726558450008996e-20,NOT_AGAINST,6
GogaNajafAli2,1,0.0,4.2726558450008996e-20,NOT_AGAINST,21
Angela00735714,2,0.0,4.2726558450008996e-20,NOT_AGAINST,2
LizaRutherford7,2,0.0,4.2726558450008996e-20,NOT_AGAINST,4
Hettiewaynthrop,2,0.0,4.2726558450008996e-20,NOT_AGAINST,5
Lazer_Light23,1,0.0,4.2726558450008996e-20,NOT_AGAINST,6
will17061253,2,0.0,4.2726558450008996e-20,NOT_AGAINST,5
theabd,8,0.0,4.8938716070983905e-05,NONE,1
RobertJudd4,1,0.0,4.2726558450008996e-20,NOT_AGAINST,5
flyinglawyer73,1,0.0,4.2726558450008996e-20,NOT_AGAINST,5
JoanneAlWale1,1,0.0,4.2726558450008996e-20,NOT_AGAINST,5
AndrewMcGettig1,1,0.0,4.2726558450008996e-20,NOT_AGAINST,10
DrBruceScott,4,5.6153795475045735e-09,2.0081482471504226e-18,NOT_AGAINST,10
chriswadeevans,1,0.0,4.2726558450008996e-20,NOT_AGAINST,6
SheldonKenneth,1,0.0,4.2726558450008996e-20,NOT_AGAINST,5
nfoxsoprano,3,0.0,4.2726558450008996e-20,NOT_AGAINST,2
tel3564,2,0.0,1.0254374028002163e-18,NOT_AGAINST,2
Evasion1982,3,0.0,2.0081482471504226e-18,NOT_AGAINST,2
DMTEnergy,1,0.0,4.2726558450008996e-20,NOT_AGAINST,4
DavidGo16102038,1,0.0,4.2726558450008996e-20,NOT_AGAINST,2
qaisersh01,1,0.0,4.2726558450008996e-20,NONE,21
pauline_barrett,3,0.0,2.0081482471504226e-18,NOT_AGAINST,2
dee18962809,1,0.0,4.2726558450008996e-20,NOT_AGAINST,10
chrishunt77,2,0.0,4.2726558450008996e-20,NOT_AGAINST,2
BillyRN6776,3,0.0,4.2726558450008996e-20,NOT_AGAINST,5
Liam64430485,3,0.0,4.2726558450008996e-20,NOT_AGAINST,10
Liam_Baxter31,1,0.0,1.0254374028002163e-18,NONE,10
HHinKL,1,0.0,4.2726558450008996e-20,NOT_AGAINST,5
naseemislam8,1,0.0,4.2726558450008996e-20,NONE,21
PauldeMaisonneu,1,0.0,4.2726558450008996e-20,NOT_AGAINST,10
Matthill821,1,0.0,4.2726558450008996e-20,NOT_AGAINST,2
AnonEmale1999,1,0.0,4.2726558450008996e-20,NOT_AGAINST,2
annerosefernan1,1,0.0,4.2726558450008996e-20,NOT_AGAINST,5
Yarravilleemma,1,0.0,4.2726558450008996e-20,NOT_AGAINST,5
DesertWill,1,0.0,4.2726558450008996e-20,NOT_AGAINST,5
LesleyGale2,2,0.0,4.2726558450008996e-20,NOT_AGAINST,0
shahjahanbhatti,1,0.0,4.2726558450008996e-20,NONE,21
AmberL_77,1,0.0,4.2726558450008996e-20,NOT_AGAINST,25
bkbone,1,0.0,4.2726558450008996e-20,NOT_AGAINST,25
24XK74,1,0.0,4.2726558450008996e-20,NOT_AGAINST,25
Vasarahammer,1,0.0,4.2726558450008996e-20,NOT_AGAINST,25
Timingisevery10,2,0.0,4.2726558450008996e-20,NOT_AGAINST,4
LauraDiebra,2,0.0,4.2726558450008996e-20,NOT_AGAINST,25
TaiiCharinthorn,1,0.0,4.2726558450008996e-20,NOT_AGAINST,10
flowesaunders68,1,0.0,4.2726558450008996e-20,NOT_AGAINST,2
margybargy1,3,0.0,4.2726558450008996e-20,NOT_AGAINST,2
WillemHilton8,1,0.0,4.2726558450008996e-20,NOT_AGAINST,31
Bain11Max,1,0.0,4.2726558450008996e-20,AGAINST,1214
CJBowden1,1,0.0,1.0254374028002163e-18,NOT_AGAINST,1214
PakistaniNavaid,1,0.0,4.2726558450008996e-20,NOT_AGAINST,10
CathleenHawkley,1,0.0,4.2726558450008996e-20,NONE,1
Richardcoughla7,3,0.0,4.2726558450008996e-20,AGAINST,6
AaronDang9,1,0.0,4.2726558450008996e-20,NONE,6
Shaz_Chandio,1,0.0,4.2726558450008996e-20,NOT_AGAINST,21
RoseBarry2009,1,0.0,4.2726558450008996e-20,NOT_AGAINST,5
SouthEndSimpson,1,0.0,4.2726558450008996e-20,NOT_AGAINST,25
smilealot127,2,0.0,4.2726558450008996e-20,NOT_AGAINST,2
lowder_ja,1,0.0,4.2726558450008996e-20,NOT_AGAINST,25
tom_koopmans,1,0.0,4.2726558450008996e-20,NOT_AGAINST,25
TomDionneCarro2,1,0.0,4.2726558450008996e-20,NOT_AGAINST,662
JJ56123,2,1.4038448868761434e-09,1.0254374028002163e-18,NOT_AGAINST,662
xeclectron,2,0.0,4.2726558450008996e-20,NOT_AGAINST,4
KwameA009,1,0.0,1.1835256690652496e-17,NONE,662
Celestite66,2,0.0,4.2726558450008996e-20,NOT_AGAINST,6
hardestofrock,1,0.0,4.2726558450008996e-20,NOT_AGAINST,25
DanielleNorgedm,1,0.0,4.2726558450008996e-20,NOT_AGAINST,25
amor_febril,1,0.0,4.2726558450008996e-20,NOT_AGAINST,25
WistfulCass,1,0.0,4.2726558450008996e-20,NOT_AGAINST,2
WillBlackWriter,6,0.0,5.938991624551249e-18,NOT_AGAINST,2
Marlon78498425,1,0.0,4.2726558450008996e-20,NOT_AGAINST,25
mldavis63,1,0.0,4.2726558450008996e-20,NOT_AGAINST,25
OldSalz,1,0.0,4.2726558450008996e-20,NOT_AGAINST,25
Wil_Johnson1,1,0.0,4.2726558450008996e-20,NOT_AGAINST,25
ClearwaterBK,1,0.0,4.2726558450008996e-20,NOT_AGAINST,25
ia_vets,1,0.0,4.2726558450008996e-20,NOT_AGAINST,25
VRALIAM,1,0.0,4.2726558450008996e-20,NOT_AGAINST,10
PoliticallyAlt,1,0.0,4.2726558450008996e-20,NOT_AGAINST,25
roysopinie2,1,0.0,4.2726558450008996e-20,NOT_AGAINST,25
kentpg,1,0.0,4.2726558450008996e-20,NOT_AGAINST,25
FunPasadena,1,0.0,4.2726558450008996e-20,NOT_AGAINST,25
GhostFaceTwo,1,0.0,4.2726558450008996e-20,NOT_AGAINST,25
mancaveshowusa,1,0.0,4.2726558450008996e-20,NOT_AGAINST,25
ThisisRaysBlog,1,0.0,4.2726558450008996e-20,NOT_AGAINST,2
SandraWors3,2,0.0,4.2726558450008996e-20,NOT_AGAINST,10
SenateandHouse,1,0.0,4.2726558450008996e-20,NOT_AGAINST,10
michaelblackcab,1,0.0,4.2726558450008996e-20,AGAINST,1
EricSkeletor,1,0.0,4.2726558450008996e-20,NONE,1
RocketandJasper,3,0.0,3.5841635002621307e-13,NOT_AGAINST,5
daveloz1,3,0.0,3.5841635002621307e-13,NOT_AGAINST,5
LestorSpigot,1,0.0,4.662561431343937e-06,NONE,1
littlelynnee45,2,2.9340358135711395e-07,1.0254374028002163e-18,NOT_AGAINST,0
CaptainBlood19,3,0.0,4.2726558450008996e-20,NOT_AGAINST,2
amarwith1m,1,0.0,4.2726558450008996e-20,NOT_AGAINST,4
jiuchina,1,0.0,4.2726558450008996e-20,NOT_AGAINST,10
4freedomUnite,1,0.0,4.2726558450008996e-20,NOT_AGAINST,6
Omi_082,1,0.0,4.2726558450008996e-20,AGAINST,6
everyonetalks21,1,0.0,4.2726558450008996e-20,NOT_AGAINST,3
robottomedia,1,0.0,4.2726558450008996e-20,NOT_AGAINST,5
_eorge,1,0.0,4.2726558450008996e-20,NOT_AGAINST,6
EdLittl07640481,1,0.0,4.2726558450008996e-20,NOT_AGAINST,2
ayranovas,1,0.0,4.2726558450008996e-20,NOT_AGAINST,2
DomanLiz,1,0.0,4.2726558450008996e-20,NOT_AGAINST,2
Jo_Kwanghee_07,1,0.0,4.2726558450008996e-20,NOT_AGAINST,4
DanRaineyHull,1,0.0,4.2726558450008996e-20,NOT_AGAINST,0
Fixed_that_4_U,1,0.0,4.2726558450008996e-20,NOT_AGAINST,6
truthseeker130,1,0.0,4.2726558450008996e-20,NOT_AGAINST,2
matt4etc,1,0.0,4.2726558450008996e-20,NOT_AGAINST,2
jb007za,1,0.0,4.2726558450008996e-20,NONE,6
miriamhobson,1,0.0,4.2726558450008996e-20,NOT_AGAINST,10
feyeleanor,1,0.0,4.2726558450008996e-20,NOT_AGAINST,2
jacs_99,1,0.0,4.2726558450008996e-20,AGAINST,10
nezmonkee,1,0.0,4.2726558450008996e-20,AGAINST,2
The_Randolorian,1,0.0,4.2726558450008996e-20,NOT_AGAINST,3
CharlieTolhurs2,2,0.0,4.2726558450008996e-20,NOT_AGAINST,5
lyndsay_hopkins,3,0.0,4.2726558450008996e-20,NOT_AGAINST,2
alice_2618,2,0.0,4.2726558450008996e-20,NOT_AGAINST,4
Ava78866607,1,0.0,4.2726558450008996e-20,NOT_AGAINST,10
Styx53945170,1,0.0,4.2726558450008996e-20,AGAINST,663
liviapromised,2,0.0,2.0081482471504226e-18,AGAINST,663
earl_n17,1,0.0,4.2726558450008996e-20,NOT_AGAINST,6
mikeroebuck53,1,0.0,4.2726558450008996e-20,NOT_AGAINST,3
mickslats,1,0.0,4.2726558450008996e-20,NOT_AGAINST,5
weeziedee29,1,0.0,4.2726558450008996e-20,NOT_AGAINST,5
JulianHarvey17,1,0.0,4.2726558450008996e-20,NOT_AGAINST,3
OutlawThebear,2,0.0,4.2726558450008996e-20,NOT_AGAINST,4
BabsSheKing,1,0.0,4.2726558450008996e-20,NOT_AGAINST,4
JamesSWParker,1,0.0,4.2726558450008996e-20,NOT_AGAINST,1
MadyWaterer,1,0.0,4.2726558450008996e-20,NOT_AGAINST,5
lemonwhisper,3,0.0,4.2726558450008996e-20,NOT_AGAINST,6
petros_berhe,1,0.0,4.2726558450008996e-20,NOT_AGAINST,2
HekatteeH,1,0.0,4.2726558450008996e-20,NOT_AGAINST,3
MrsD08486981,1,0.0,4.2726558450008996e-20,NOT_AGAINST,0
joanne_campbell,1,0.0,4.2726558450008996e-20,AGAINST,0
rjorozcos,1,0.0,4.2726558450008996e-20,NOT_AGAINST,4
tyramonroe_,2,0.0,4.2726558450008996e-20,NOT_AGAINST,4
philbeauchamp,2,0.0,4.2726558450008996e-20,NOT_AGAINST,4
Atey0,2,0.0,4.2726558450008996e-20,NOT_AGAINST,4
no1shazanne,1,0.0,4.2726558450008996e-20,NOT_AGAINST,6
CarlosCastro071,1,0.0,4.2726558450008996e-20,NOT_AGAINST,4
PaulButters1,2,0.0,4.2726558450008996e-20,NOT_AGAINST,4
HotDog05116941,2,0.0,4.2726558450008996e-20,NOT_AGAINST,2
ZJagalur,2,0.0,4.2726558450008996e-20,NOT_AGAINST,4
pauline_malpass,1,0.0,4.2726558450008996e-20,NOT_AGAINST,5
DonnaCiraFood88,1,0.0,4.2726558450008996e-20,NOT_AGAINST,4
KirbyHelen,2,0.0,4.2726558450008996e-20,NOT_AGAINST,2
r0nggo05,1,0.0,4.2726558450008996e-20,NOT_AGAINST,4
leemolton,1,0.0,4.2726558450008996e-20,NOT_AGAINST,10
GraceMurphy2,1,0.0,4.2726558450008996e-20,NOT_AGAINST,6
psychoculture,2,0.0,4.2726558450008996e-20,NOT_AGAINST,2
Jill31670489,1,0.0,4.2726558450008996e-20,NOT_AGAINST,5
MsCCollins1,7,0.0,4.2726558450008996e-20,NOT_AGAINST,1
CorruptionCause,1,0.0,4.2726558450008996e-20,NOT_AGAINST,4
w_grubb,2,0.0,4.2726558450008996e-20,NOT_AGAINST,4
SainsburysMag,1,0.0,1.0254374028002163e-18,NONE,2
alicemartinvo,1,0.0,1.0254374028002163e-18,NONE,2
gutobertagnoli,1,0.0,4.2726558450008996e-20,NOT_AGAINST,4
alafreeman,1,0.0,4.2726558450008996e-20,NOT_AGAINST,3
DianeFirestoker,1,0.0,4.2726558450008996e-20,NOT_AGAINST,4
Annsk1,1,0.0,4.2726558450008996e-20,NOT_AGAINST,2
LoveLiveYouLife,2,0.0,4.2726558450008996e-20,NOT_AGAINST,4
tylerwitucki,2,0.0,4.2726558450008996e-20,NOT_AGAINST,4
CaligirlLeftie,3,0.0,4.2726558450008996e-20,NOT_AGAINST,3
mazzenilsson,1,0.0,1.0254374028002163e-18,AGAINST,3
manatrue,3,0.0,4.2726558450008996e-20,NOT_AGAINST,4
glasgowmaggie,1,0.0,4.2726558450008996e-20,AGAINST,0
SandraSleigh,2,0.0,4.2726558450008996e-20,NOT_AGAINST,2
Cap_Bojangles21,2,0.0,4.2726558450008996e-20,NOT_AGAINST,4
Alexand85266011,1,0.0,4.2726558450008996e-20,AGAINST,0
angiebUK,1,0.0,4.2726558450008996e-20,NOT_AGAINST,2
louxfooty,3,0.0,1.0254374028002163e-18,NOT_AGAINST,4
KOL5551,2,0.0,4.2726558450008996e-20,NOT_AGAINST,4
dmova,2,0.0,4.2726558450008996e-20,NOT_AGAINST,4
MajorRaverMatt,5,4.21153466062843e-09,1.0254374028002163e-18,NOT_AGAINST,4
ColinG_1,4,5.6153795475045735e-09,1.2817967535002703e-17,NOT_AGAINST,4
A6ForgetASAP,1,0.0,4.2726558450008996e-20,NOT_AGAINST,4
thedressjunkies,1,0.0,4.2726558450008996e-20,NOT_AGAINST,2
Frazerben7,2,0.0,4.2726558450008996e-20,NOT_AGAINST,4
Canadia56668243,2,0.0,4.2726558450008996e-20,NOT_AGAINST,4
stickyrlockdown,1,0.0,4.2726558450008996e-20,NOT_AGAINST,0
ernieschell,1,0.0,4.2726558450008996e-20,NOT_AGAINST,4
JoannelyndseyR,1,0.0,4.2726558450008996e-20,NOT_AGAINST,0
MagaliSkywalker,1,0.0,4.2726558450008996e-20,NOT_AGAINST,4
LynneWatson60,2,0.0,4.2726558450008996e-20,NOT_AGAINST,4
deliaalley,1,0.0,4.2726558450008996e-20,NOT_AGAINST,4
FuckelFuckz,2,0.0,4.2726558450008996e-20,NOT_AGAINST,4
Fashionicide,1,0.0,4.2726558450008996e-20,NOT_AGAINST,2
elona3550,2,0.0,4.2726558450008996e-20,NOT_AGAINST,4
70s_70sgirl,1,0.0,4.2726558450008996e-20,NOT_AGAINST,2
garland_paige,1,0.0,4.2726558450008996e-20,NOT_AGAINST,4
TomMB1994,2,0.0,4.2726558450008996e-20,NOT_AGAINST,4
JakeBalding,2,0.0,4.2726558450008996e-20,NOT_AGAINST,4
junior_annor,1,0.0,4.2726558450008996e-20,NOT_AGAINST,4
1Howie68,1,0.0,4.2726558450008996e-20,AGAINST,0
JackBianchi5,1,0.0,4.2726558450008996e-20,NOT_AGAINST,6
omandprem,2,0.0,4.2726558450008996e-20,NOT_AGAINST,2
ReyndersKim,1,0.0,4.2726558450008996e-20,NONE,1
perryburton99,5,0.0,4.2726558450008996e-20,NOT_AGAINST,1
Jim_The_Jock,1,0.0,4.2726558450008996e-20,AGAINST,0
DrTeckKhong,9,2.8076897737522867e-09,1.0564568842349256e-15,NOT_AGAINST,0
JennyJones1313,1,0.0,4.2726558450008996e-20,NOT_AGAINST,3
Artboy1,1,0.0,4.2726558450008996e-20,NOT_AGAINST,6
rids42,2,0.0,4.2726558450008996e-20,NOT_AGAINST,5
Leonine35,1,0.0,4.2726558450008996e-20,NOT_AGAINST,2
brendalee120,1,0.0,4.2726558450008996e-20,NOT_AGAINST,5
57414B455550,1,0.0,4.2726558450008996e-20,NOT_AGAINST,10
Shaun_Connell,1,0.0,4.2726558450008996e-20,NOT_AGAINST,5
Dawn19703,1,0.0,4.2726558450008996e-20,NOT_AGAINST,0
Lazybedstar,1,0.0,4.2726558450008996e-20,NOT_AGAINST,5
MollyBr79415863,1,0.0,4.2726558450008996e-20,AGAINST,2
JamesHo41819729,1,0.0,4.2726558450008996e-20,NOT_AGAINST,2
GuyAddison24,1,0.0,4.2726558450008996e-20,NOT_AGAINST,2
JdMcC2011,2,0.0,4.2726558450008996e-20,NOT_AGAINST,0
RoryBreaker26,2,0.0,4.2726558450008996e-20,NOT_AGAINST,2
Kirkkid,1,0.0,4.2726558450008996e-20,AGAINST,0
matthewBadass2,1,0.0,4.2726558450008996e-20,NOT_AGAINST,2
Rosa60044194,6,0.0,4.2726558450008996e-20,NOT_AGAINST,2
PhillipBayliss,4,0.0,1.0254374028002163e-18,NOT_AGAINST,2
Linda4UB40,1,0.0,4.2726558450008996e-20,NOT_AGAINST,5
