tweeter_screen_name,AGAINST,FOR,NOT_AGAINST,tweeter_label
MorteAiTiranni,0.0,0.0,1.0,NOT_AGAINST
BlackBoxMediaGP,0.0,0.0,1.0,NOT_AGAINST
mean_roy,0.0,0.0,1.0,NOT_AGAINST
BettyMcevil,0.0,0.0,1.0,NOT_AGAINST
UnfinishedAgony,0.0,0.0,1.0,NOT_AGAINST
PaulVenis3,0.0,0.0,1.0,NOT_AGAINST
leetheduffer,0.0,0.0,1.0,NOT_AGAINST
SoapBox21,0.0,0.0,2.0,NOT_AGAINST
AudionesDa,0.0,0.0,1.0,NOT_AGAINST
tq_warrior,0.0,0.0,2.0,NOT_AGAINST
cassidy_rory,0.0,0.0,1.0,NOT_AGAINST
DaringKY,0.0,0.0,1.0,NOT_AGAINST
AnnaCampbelloz,0.0,0.0,1.0,NOT_AGAINST
deemariecunnin2,0.0,0.0,1.0,NOT_AGAINST
JoaKempo,1.0,0.0,0.0,AGAINST
hickychip,1.0,0.0,0.0,AGAINST
PAlexandrinski,1.0,0.0,0.0,AGAINST
I_J_Roberts,1.0,0.0,0.0,AGAINST
TheAnalytic,0.0,0.0,1.0,NOT_AGAINST
JackLaMorte,0.0,0.0,1.0,NOT_AGAINST
TDL_Coop,0.0,0.0,1.0,NOT_AGAINST
tim_fielding7,0.0,0.0,1.0,NOT_AGAINST
KcPaddyjoe,1.0,0.0,1.0,NOT_AGAINST
LaxMusgrave,1.0,0.0,1.0,NOT_AGAINST
TommyBartram01,0.0,0.0,1.0,NOT_AGAINST
infamousgrouser,3.0,0.0,1.0,AGAINST
amypops1,2.0,0.0,1.0,AGAINST
jeantho63621941,0.0,0.0,1.0,NOT_AGAINST
georgiewelx,0.0,0.0,2.0,NOT_AGAINST
mcrob89,0.0,0.0,1.0,NOT_AGAINST
therhymestoned1,1.0,0.0,0.0,AGAINST
PaulGWesson,1.0,0.0,3.0,NOT_AGAINST
Catchthewind7,0.0,0.0,1.0,NOT_AGAINST
jaceb01,0.0,0.0,1.0,NOT_AGAINST
Spellitout007,0.0,0.0,1.0,NOT_AGAINST
CraigAllison787,0.0,0.0,1.0,NOT_AGAINST
Stop_The_EU,0.0,0.0,1.0,NOT_AGAINST
thepikefish,0.0,0.0,1.0,NOT_AGAINST
bladerunner_vin,0.0,0.0,1.0,NOT_AGAINST
InfamouSinphony,0.0,0.0,1.0,NOT_AGAINST
podster42,0.0,0.0,1.0,NOT_AGAINST
nimkef,0.0,0.0,1.0,NOT_AGAINST
TK_Golf_Buys,1.0,0.0,2.0,NOT_AGAINST
ShazzBass,1.0,0.0,0.0,AGAINST
denhelder1,11.0,0.0,2.0,AGAINST
ray_gilbey,1.0,0.0,2.0,NOT_AGAINST
JollyRedRum,2.0,0.0,0.0,AGAINST
SimbaSteph,1.0,0.0,0.0,AGAINST
b_steve1,1.0,0.0,1.0,NOT_AGAINST
dkuyper,0.0,0.0,1.0,NOT_AGAINST
LKHudson1,1.0,0.0,0.0,AGAINST
Haruto_Asahi_47,1.0,0.0,0.0,AGAINST
london_more,0.0,0.0,1.0,NOT_AGAINST
Manresssa,1.0,0.0,0.0,AGAINST
McconnellFawn,0.0,0.0,1.0,NOT_AGAINST
ChrisBarnett59,0.0,0.0,1.0,NOT_AGAINST
viviengreenlee1,1.0,0.0,0.0,AGAINST
jeromethegnome,1.0,0.0,0.0,AGAINST
Gem353,1.0,0.0,0.0,AGAINST
stuwho,1.0,0.0,0.0,AGAINST
NannyGray2,0.0,0.0,1.0,NOT_AGAINST
GillTranquil,1.0,0.0,0.0,AGAINST
pjpoff,3.0,0.0,2.0,AGAINST
AntZieglerGB,0.0,0.0,1.0,NOT_AGAINST
KramPears,0.0,0.0,1.0,NOT_AGAINST
AndrewR90805764,1.0,0.0,2.0,NOT_AGAINST
pan1,0.0,0.0,2.0,NOT_AGAINST
bobkenny62,0.0,0.0,3.0,NOT_AGAINST
ethhigh5,0.0,0.0,1.0,NOT_AGAINST
tristandawson,0.0,0.0,1.0,NOT_AGAINST
northerncomment,3.0,0.0,1.0,AGAINST
AVFCFansForum,0.0,0.0,1.0,NOT_AGAINST
christi90551674,1.0,0.0,1.0,NOT_AGAINST
RJ_kumarkumar,0.0,0.0,1.0,NOT_AGAINST
BTalumh,0.0,0.0,1.0,NOT_AGAINST
EssiemfWilson,2.0,0.0,2.0,NOT_AGAINST
Jerome_Elaut,0.0,0.0,1.0,NOT_AGAINST
Baronbigbucks,0.0,0.0,1.0,NOT_AGAINST
decker_bus,0.0,0.0,1.0,NOT_AGAINST
FatandSassy200,0.0,0.0,1.0,NOT_AGAINST
LeftBrexit,0.0,0.0,2.0,NOT_AGAINST
jane798m,0.0,0.0,1.0,NOT_AGAINST
Kenny_Onions,0.0,0.0,1.0,NOT_AGAINST
k_w_a_k,1.0,0.0,0.0,AGAINST
MenachoManuel1,0.0,0.0,1.0,NOT_AGAINST
InvictaRegina,0.0,0.0,1.0,NOT_AGAINST
JOHjohJOH12,1.0,0.0,3.0,NOT_AGAINST
TonyH091963,0.0,0.0,1.0,NOT_AGAINST
sewing1874,1.0,0.0,0.0,AGAINST
bruceboo_bruce,0.0,0.0,1.0,NOT_AGAINST
robbie2thais,0.0,0.0,1.0,NOT_AGAINST
Secret__Box1,0.0,0.0,1.0,NOT_AGAINST
Aeraeus,1.0,0.0,1.0,NOT_AGAINST
smileamilewide,0.0,0.0,1.0,NOT_AGAINST
DannyHey2,0.0,0.0,1.0,NOT_AGAINST
fuell15,0.0,0.0,1.0,NOT_AGAINST
IVIurphy,0.0,0.0,1.0,NOT_AGAINST
MartinTurnerdcr,0.0,0.0,1.0,NOT_AGAINST
11138alan,0.0,0.0,1.0,NOT_AGAINST
MariaMi33093572,1.0,0.0,1.0,NOT_AGAINST
therealgloria,0.0,0.0,1.0,NOT_AGAINST
Crime_Traveller,1.0,0.0,2.0,NOT_AGAINST
KennyKwjj,0.0,0.0,1.0,NOT_AGAINST
TCdouble11,0.0,0.0,1.0,NOT_AGAINST
E_TLabour,0.0,0.0,1.0,NOT_AGAINST
LoboGames64,0.0,0.0,5.0,NOT_AGAINST
Lizzy_ArtDragon,0.0,0.0,1.0,NOT_AGAINST
JohnSmi87303626,1.0,0.0,1.0,NOT_AGAINST
Dorothy23897725,1.0,0.0,1.0,NOT_AGAINST
PopCultureNow,0.0,0.0,1.0,NOT_AGAINST
jamieboyle10,0.0,0.0,1.0,NOT_AGAINST
KeithMe55248085,0.0,0.0,1.0,NOT_AGAINST
RupertoMctavish,0.0,0.0,1.0,NOT_AGAINST
AttwoodDerick,0.0,0.0,1.0,NOT_AGAINST
piperscreekway,0.0,0.0,1.0,NOT_AGAINST
Pamfino,0.0,0.0,1.0,NOT_AGAINST
dunigan_alex,0.0,0.0,1.0,NOT_AGAINST
BeddoeRoger,0.0,0.0,4.0,NOT_AGAINST
UNDERCOVER_JM,0.0,0.0,1.0,NOT_AGAINST
BinaPattel,1.0,0.0,0.0,AGAINST
Khethiw91984146,0.0,0.0,1.0,NOT_AGAINST
Rigger653,0.0,0.0,1.0,NOT_AGAINST
Paulgeraghty16,0.0,0.0,1.0,NOT_AGAINST
lindajane56,0.0,0.0,1.0,NOT_AGAINST
MargotBM13,0.0,0.0,1.0,NOT_AGAINST
Eire353,1.0,1.0,0.0,FOR
fhayesmccoy,0.0,0.0,1.0,NOT_AGAINST
Margot13reserva,0.0,0.0,1.0,NOT_AGAINST
sguitar50,2.0,0.0,1.0,AGAINST
NEWKING_G,0.0,0.0,2.0,NOT_AGAINST
munro11munro,1.0,0.0,1.0,NOT_AGAINST
Clarioncall18mi,0.0,0.0,1.0,NOT_AGAINST
yidarmy711,0.0,0.0,1.0,NOT_AGAINST
Stinkytwocoats,0.0,0.0,1.0,NOT_AGAINST
Qanuck_1975,0.0,0.0,1.0,NOT_AGAINST
Phil_Invest,0.0,0.0,1.0,NOT_AGAINST
jesscla62139075,0.0,0.0,1.0,NOT_AGAINST
helen_hibbert,0.0,0.0,1.0,NOT_AGAINST
312Slamdoor,0.0,0.0,1.0,NOT_AGAINST
Shirley56733062,0.0,0.0,1.0,NOT_AGAINST
Barista_Breezy,1.0,0.0,0.0,AGAINST
RealTruth_Anon,0.0,0.0,1.0,NOT_AGAINST
Charles98525018,0.0,0.0,1.0,NOT_AGAINST
squirrelknutz,1.0,0.0,0.0,AGAINST
CalElcombe,0.0,0.0,1.0,NOT_AGAINST
shaunattwood,0.0,0.0,4.0,NOT_AGAINST
rebeccaturnerMD,3.0,0.0,2.0,AGAINST
Highbury_heroes,0.0,0.0,1.0,NOT_AGAINST
run8inout,1.0,0.0,1.0,NOT_AGAINST
yomogitotakk,0.0,0.0,1.0,NOT_AGAINST
MGermaine6,0.0,0.0,1.0,NOT_AGAINST
ClocateTech,0.0,0.0,1.0,NOT_AGAINST
clocate,0.0,0.0,1.0,NOT_AGAINST
5050Parliament,0.0,0.0,1.0,NOT_AGAINST
rogerhowe19,0.0,0.0,1.0,NOT_AGAINST
andrew03943425,0.0,0.0,1.0,NOT_AGAINST
samdugdale1,0.0,0.0,1.0,NOT_AGAINST
RMulherine,0.0,0.0,1.0,NOT_AGAINST
helej,0.0,0.0,1.0,NOT_AGAINST
Buttknocker2000,0.0,0.0,1.0,NOT_AGAINST
bam57581565,0.0,0.0,2.0,NOT_AGAINST
z_mie,0.0,0.0,1.0,NOT_AGAINST
northernguy234,0.0,0.0,1.0,NOT_AGAINST
StevenS96812802,0.0,0.0,2.0,NOT_AGAINST
NicolaW09983223,1.0,0.0,0.0,AGAINST
mary51021110,3.0,0.0,2.0,AGAINST
Reanu_Keeves_,1.0,0.0,1.0,NOT_AGAINST
Javert_Michael,0.0,0.0,1.0,NOT_AGAINST
mikemigas,1.0,0.0,0.0,AGAINST
pete97118092,1.0,0.0,1.0,NOT_AGAINST
libertyIAB,0.0,0.0,1.0,NOT_AGAINST
robertvanis1,1.0,0.0,1.0,NOT_AGAINST
TonyCornwall3,0.0,0.0,1.0,NOT_AGAINST
ianrigby81,0.0,0.0,1.0,NOT_AGAINST
aprilgold56,1.0,0.0,0.0,AGAINST
YoxallOliver,0.0,0.0,1.0,NOT_AGAINST
zmzlbmzmzlbm,0.0,0.0,1.0,NOT_AGAINST
ds37alwaysred,0.0,0.0,1.0,NOT_AGAINST
junihil47,0.0,0.0,1.0,NOT_AGAINST
Shambhalawot1,0.0,0.0,1.0,NOT_AGAINST
SirIanBlair,1.0,0.0,1.0,NOT_AGAINST
BigLance111,0.0,0.0,2.0,NOT_AGAINST
gwc1066,0.0,0.0,1.0,NOT_AGAINST
Finishedpiping,0.0,0.0,1.0,NOT_AGAINST
posjay95,0.0,0.0,1.0,NOT_AGAINST
1NickMill,0.0,0.0,1.0,NOT_AGAINST
Tempest_Kalmia,1.0,0.0,0.0,AGAINST
AnthonieLouise,1.0,0.0,1.0,NOT_AGAINST
Funkrund1,0.0,0.0,1.0,NOT_AGAINST
Daily_Record,0.0,0.0,1.0,NOT_AGAINST
JimReaper11,0.0,0.0,1.0,NOT_AGAINST
WoodthorpeAnna,2.0,0.0,5.0,NOT_AGAINST
Jol,0.0,0.0,1.0,NOT_AGAINST
Wkrs,1.0,0.0,0.0,AGAINST
RSHBSDJR,0.0,0.0,1.0,NOT_AGAINST
RuggedmanUK,0.0,0.0,1.0,NOT_AGAINST
davidebrady,1.0,0.0,3.0,NOT_AGAINST
uncleporkie,2.0,0.0,2.0,NOT_AGAINST
Fruityfruit6,1.0,0.0,0.0,AGAINST
case_file,0.0,0.0,1.0,NOT_AGAINST
Welcometoshare,0.0,0.0,1.0,NOT_AGAINST
TribeMatters,0.0,0.0,1.0,NOT_AGAINST
JWittcomb,0.0,0.0,1.0,NOT_AGAINST
FriseSally,1.0,0.0,1.0,NOT_AGAINST
esper_rose,0.0,0.0,1.0,NOT_AGAINST
Glasgow_Watch,0.0,0.0,2.0,NOT_AGAINST
OperationComple,0.0,0.0,1.0,NOT_AGAINST
copland11,0.0,0.0,1.0,NOT_AGAINST
909isLive,0.0,0.0,2.0,NOT_AGAINST
Melanie84944203,0.0,0.0,3.0,NOT_AGAINST
liugi115,0.0,0.0,1.0,NOT_AGAINST
UareReflection,1.0,0.0,1.0,NOT_AGAINST
mit1953,1.0,0.0,0.0,AGAINST
AddisonCfc,2.0,0.0,1.0,AGAINST
whitemaremma,,,,NONE
imtbeau8,0.0,0.0,2.0,NOT_AGAINST
annsmit14482335,0.0,0.0,3.0,NOT_AGAINST
GoodmanJonathan,0.0,0.0,1.0,NOT_AGAINST
Ringtayl,0.0,0.0,1.0,NOT_AGAINST
JanetWhittake19,1.0,0.0,1.0,NOT_AGAINST
jscblarblar,0.0,0.0,1.0,NOT_AGAINST
DesSmit69400729,0.0,0.0,1.0,NOT_AGAINST
edjlazar,0.0,0.0,1.0,NOT_AGAINST
Paul_aquablue,0.0,0.0,1.0,NOT_AGAINST
BlissNjoy,,,,NONE
BaldyDavitt,1.0,0.0,1.0,NOT_AGAINST
AdeebFoziKakar,0.0,0.0,1.0,NOT_AGAINST
greatpoets,0.0,0.0,3.0,NOT_AGAINST
Alllive08333197,0.0,0.0,1.0,NOT_AGAINST
JohnSmi91244570,0.0,0.0,2.0,NOT_AGAINST
SandraRiley15,1.0,0.0,1.0,NOT_AGAINST
erol_antz,1.0,0.0,1.0,NOT_AGAINST
NeilKBrand,0.0,0.0,2.0,NOT_AGAINST
aiminvest,0.0,0.0,1.0,NOT_AGAINST
StormCaster6,0.0,0.0,1.0,NOT_AGAINST
raphaelaaleman,1.0,0.0,0.0,AGAINST
Darron36692028,0.0,0.0,1.0,NOT_AGAINST
paulthespider1,0.0,0.0,1.0,NOT_AGAINST
Ngo885,0.0,0.0,1.0,NOT_AGAINST
Farmer_Boycie,0.0,0.0,1.0,NOT_AGAINST
LJOHNARNOLD100,5.0,0.0,4.0,AGAINST
samuel_weeps,0.0,0.0,1.0,NOT_AGAINST
MPSBexley,2.0,0.0,0.0,AGAINST
rockteas,0.0,0.0,2.0,NOT_AGAINST
philflack,0.0,0.0,1.0,NOT_AGAINST
TmentAllo,0.0,0.0,2.0,NOT_AGAINST
PWaaaay,1.0,0.0,0.0,AGAINST
stevenarchibal2,0.0,0.0,1.0,NOT_AGAINST
RosieMacLeod4,0.0,0.0,1.0,NOT_AGAINST
Sam_J_Mullins,0.0,0.0,1.0,NOT_AGAINST
brytecs,0.0,0.0,1.0,NOT_AGAINST
BryanRutherfo18,2.0,0.0,1.0,AGAINST
samnash47584741,0.0,0.0,1.0,NOT_AGAINST
joansie12,0.0,0.0,1.0,NOT_AGAINST
aliciabutch,0.0,0.0,1.0,NOT_AGAINST
ShepZeppelin,1.0,0.0,1.0,NOT_AGAINST
HamelFehri,1.0,0.0,0.0,AGAINST
SplattedByRobin,0.0,0.0,1.0,NOT_AGAINST
shanticate,0.0,0.0,1.0,NOT_AGAINST
Seekingtruth517,1.0,0.0,1.0,NOT_AGAINST
Roisin7000,0.0,0.0,1.0,NOT_AGAINST
Johncadden5,0.0,0.0,1.0,NOT_AGAINST
Debbiesplace65,0.0,0.0,1.0,NOT_AGAINST
zeusanna,0.0,0.0,1.0,NOT_AGAINST
AMBatchelor,1.0,0.0,0.0,AGAINST
kingmanmarie39,0.0,0.0,1.0,NOT_AGAINST
Robertodicabio,1.0,0.0,2.0,NOT_AGAINST
lsfarmer311,0.0,0.0,1.0,NOT_AGAINST
Welsh_Scarlet,0.0,0.0,1.0,NOT_AGAINST
g_hibby,0.0,0.0,1.0,NOT_AGAINST
ColinBurnett16,0.0,0.0,1.0,NOT_AGAINST
2Pisces34,1.0,0.0,0.0,AGAINST
Sean_Munger,0.0,0.0,2.0,NOT_AGAINST
Loft1981,0.0,0.0,1.0,NOT_AGAINST
MeMyselfAndI369,0.0,0.0,4.0,NOT_AGAINST
MPSSpecials,1.0,0.0,0.0,AGAINST
wat_ghost,1.0,0.0,3.0,NOT_AGAINST
armidale3,0.0,0.0,1.0,NOT_AGAINST
sheilaloopy,1.0,0.0,1.0,NOT_AGAINST
LordShropshire,1.0,0.0,0.0,AGAINST
g12apostolou,0.0,0.0,1.0,NOT_AGAINST
sullieship,1.0,0.0,0.0,AGAINST
HJParkhill,1.0,0.0,0.0,AGAINST
ChaputAfterDark,0.0,0.0,1.0,NOT_AGAINST
LeanneWood,1.0,0.0,0.0,AGAINST
JackieMackay17,1.0,0.0,1.0,NOT_AGAINST
Silver_xavy,0.0,0.0,1.0,NOT_AGAINST
AndrewM12306727,1.0,0.0,0.0,AGAINST
letsbetwin,0.0,0.0,1.0,NOT_AGAINST
anthonyfroberts,0.0,0.0,1.0,NOT_AGAINST
MuuPuklip,0.0,0.0,1.0,NOT_AGAINST
MuckCastle,0.0,0.0,1.0,NOT_AGAINST
roblox_prospect,1.0,0.0,0.0,AGAINST
NickDevon5,0.0,0.0,1.0,NOT_AGAINST
movies_tim,0.0,0.0,1.0,NOT_AGAINST
LudLeddy,0.0,0.0,1.0,NOT_AGAINST
SLLeftUnity,1.0,0.0,0.0,AGAINST
RestlessWestie,0.0,0.0,1.0,NOT_AGAINST
DanielBerke1,0.0,0.0,1.0,NOT_AGAINST
Sarah99237272,1.0,0.0,0.0,AGAINST
Chaleewalvin,0.0,0.0,1.0,NOT_AGAINST
MojaveNick,,,,NONE
DooopDouble,,,,NONE
james_a_hall,0.0,0.0,1.0,NOT_AGAINST
Jackied15846926,0.0,0.0,1.0,NOT_AGAINST
LadyBird0444,0.0,0.0,1.0,NOT_AGAINST
winstolf,0.0,0.0,1.0,NOT_AGAINST
lynnyloo02,0.0,0.0,1.0,NOT_AGAINST
JustGeekingBy,0.0,0.0,1.0,NOT_AGAINST
Laulmary,0.0,0.0,1.0,NOT_AGAINST
DMofozi,0.0,0.0,1.0,NOT_AGAINST
SohoGeorge,0.0,0.0,1.0,NOT_AGAINST
daikhood,0.0,0.0,1.0,NOT_AGAINST
northern_crime,1.0,0.0,0.0,AGAINST
VFreeassange,0.0,0.0,2.0,NOT_AGAINST
newangelbee,0.0,0.0,1.0,NOT_AGAINST
Hannah_waking,0.0,0.0,1.0,NOT_AGAINST
Debbiejeannedb,0.0,0.0,1.0,NOT_AGAINST
mrtonylee,0.0,0.0,1.0,NOT_AGAINST
jannycat,0.0,0.0,1.0,NOT_AGAINST
James70068726,0.0,0.0,2.0,NOT_AGAINST
BulletRobinson,1.0,0.0,2.0,NOT_AGAINST
aNorthernGarden,0.0,0.0,1.0,NOT_AGAINST
GertrudMueller2,0.0,0.0,3.0,NOT_AGAINST
MissDemeanor6,0.0,0.0,1.0,NOT_AGAINST
JameseyD,0.0,0.0,1.0,NOT_AGAINST
KadirYavuz61,0.0,0.0,1.0,NOT_AGAINST
slainsview,0.0,0.0,1.0,NOT_AGAINST
romanorick,0.0,0.0,1.0,NOT_AGAINST
jontyk669,0.0,0.0,2.0,NOT_AGAINST
goldmansakes,0.0,0.0,1.0,NOT_AGAINST
firemagine,0.0,0.0,1.0,NOT_AGAINST
dejadme_entrar,0.0,0.0,1.0,NOT_AGAINST
HighlanderMSP,0.0,0.0,1.0,NOT_AGAINST
Eremophila2,0.0,0.0,1.0,NOT_AGAINST
danny25338463,0.0,0.0,2.0,NOT_AGAINST
westmeadponting,0.0,0.0,1.0,NOT_AGAINST
AttractaMcK,0.0,0.0,1.0,NOT_AGAINST
bonnieaye2,0.0,0.0,1.0,NOT_AGAINST
TangRoy17,0.0,0.0,1.0,NOT_AGAINST
GordonDimmack,0.0,0.0,1.0,NOT_AGAINST
daz363,1.0,0.0,1.0,NOT_AGAINST
DUDe28357136,0.0,0.0,1.0,NOT_AGAINST
DALowdell,1.0,0.0,2.0,NOT_AGAINST
Johnboy1115,0.0,0.0,1.0,NOT_AGAINST
ReehanaTaj,0.0,0.0,1.0,NOT_AGAINST
skugaraj,0.0,0.0,1.0,NOT_AGAINST
Scotpol1314,0.0,0.0,1.0,NOT_AGAINST
BubblesToBurst,0.0,0.0,1.0,NOT_AGAINST
Al99636970,0.0,0.0,1.0,NOT_AGAINST
claracampostor1,0.0,0.0,3.0,NOT_AGAINST
AmumuZ,0.0,0.0,1.0,NOT_AGAINST
porotla,0.0,0.0,1.0,NOT_AGAINST
richimedhurst,0.0,0.0,1.0,NOT_AGAINST
lesscot1,0.0,0.0,1.0,NOT_AGAINST
Ayrshirelass13,0.0,0.0,1.0,NOT_AGAINST
cuartasclau,0.0,0.0,1.0,NOT_AGAINST
OpenlyClassist,0.0,0.0,1.0,NOT_AGAINST
GillGreeny,4.0,0.0,1.0,AGAINST
RicRistorcelli,0.0,0.0,1.0,NOT_AGAINST
CalaisFrom,1.0,0.0,0.0,AGAINST
valbrown_valb,0.0,0.0,1.0,NOT_AGAINST
bunnylookin,0.0,0.0,2.0,NOT_AGAINST
alimay101234,0.0,0.0,2.0,NOT_AGAINST
NotAFakeAcct3,0.0,0.0,1.0,NOT_AGAINST
JonangusMackay,0.0,0.0,1.0,NOT_AGAINST
SaferTottenham,0.0,0.0,1.0,NOT_AGAINST
CherryBarnett15,0.0,0.0,1.0,NOT_AGAINST
ericteamassange,0.0,0.0,1.0,NOT_AGAINST
EfPress,0.0,0.0,1.0,NOT_AGAINST
greekemmy,0.0,0.0,2.0,NOT_AGAINST
raffpantucci,0.0,0.0,1.0,NOT_AGAINST
nannychoop,0.0,0.0,1.0,NOT_AGAINST
JudithBBoling,0.0,0.0,1.0,NOT_AGAINST
annasilvani,0.0,0.0,2.0,NOT_AGAINST
DanielFooksArt,0.0,0.0,1.0,NOT_AGAINST
MrsVWilberforce,0.0,0.0,1.0,NOT_AGAINST
john_hallw,0.0,0.0,1.0,NOT_AGAINST
elisha1022,0.0,0.0,1.0,NOT_AGAINST
drbobgill,0.0,0.0,2.0,NOT_AGAINST
ReShiomi,0.0,0.0,1.0,NOT_AGAINST
Qonnectd,0.0,0.0,1.0,NOT_AGAINST
abuVeliki,0.0,0.0,1.0,NOT_AGAINST
BrownNaila,0.0,0.0,1.0,NOT_AGAINST
goldwatch8,2.0,0.0,1.0,AGAINST
angelacordenW4,1.0,0.0,0.0,AGAINST
Magical123234,1.0,0.0,0.0,AGAINST
Timepest013,0.0,0.0,1.0,NOT_AGAINST
rojhan79,0.0,0.0,1.0,NOT_AGAINST
JulietBravo41,,,,NONE
garyp1958,3.0,0.0,1.0,AGAINST
MisterSlang,0.0,0.0,1.0,NOT_AGAINST
Cosmopeleton,2.0,0.0,1.0,AGAINST
NJMqDo3Vix9IW8d,1.0,0.0,0.0,AGAINST
kindlereporter,2.0,0.0,0.0,AGAINST
Ross__Mack,0.0,0.0,4.0,NOT_AGAINST
saucystuff,0.0,0.0,1.0,NOT_AGAINST
dpastaire,0.0,0.0,1.0,NOT_AGAINST
SusanBurningha2,0.0,0.0,2.0,NOT_AGAINST
PitRko,1.0,0.0,1.0,NOT_AGAINST
acdcjoanie,0.0,0.0,1.0,NOT_AGAINST
BarristerSecret,0.0,0.0,1.0,NOT_AGAINST
Mani_S_Bhogal,1.0,0.0,0.0,AGAINST
Sara_Conway3,0.0,0.0,1.0,NOT_AGAINST
fucktherest60,0.0,0.0,1.0,NOT_AGAINST
RogerEllens_,1.0,0.0,3.0,NOT_AGAINST
Reena__Beena,0.0,0.0,1.0,NOT_AGAINST
manpree38687016,1.0,0.0,0.0,AGAINST
GordBolton,0.0,0.0,1.0,NOT_AGAINST
EarlswoodSunset,0.0,0.0,1.0,NOT_AGAINST
dallo100,0.0,0.0,1.0,NOT_AGAINST
zahidnottingham,0.0,0.0,1.0,NOT_AGAINST
scotfreee,0.0,0.0,1.0,NOT_AGAINST
slavespike2016,0.0,0.0,1.0,NOT_AGAINST
ASlightReturn1,0.0,0.0,1.0,NOT_AGAINST
FinancialXpress,0.0,0.0,1.0,NOT_AGAINST
41below,0.0,0.0,1.0,NOT_AGAINST
QuickBen67,0.0,0.0,1.0,NOT_AGAINST
ratqueen01,0.0,0.0,2.0,NOT_AGAINST
HENELJeanChris1,0.0,0.0,1.0,NOT_AGAINST
SneezyGigi,0.0,0.0,1.0,NOT_AGAINST
carolewoddis,0.0,0.0,1.0,NOT_AGAINST
Ayushman_____,0.0,0.0,1.0,NOT_AGAINST
matteous_,0.0,0.0,1.0,NOT_AGAINST
scott180142,0.0,0.0,1.0,NOT_AGAINST
cameronhiggin14,0.0,0.0,1.0,NOT_AGAINST
MrPaulStott,0.0,0.0,1.0,NOT_AGAINST
RohamAlvandiLSE,1.0,0.0,0.0,AGAINST
caroleluck,1.0,0.0,0.0,AGAINST
bet_survey,0.0,0.0,2.0,NOT_AGAINST
shahriarsabet,1.0,0.0,0.0,AGAINST
eastwood_colin,0.0,0.0,1.0,NOT_AGAINST
Artellus,,,,NONE
JJohnexley46,1.0,0.0,1.0,NOT_AGAINST
cyberexpertsng,0.0,0.0,1.0,NOT_AGAINST
ayeshahazarika,0.0,0.0,1.0,NOT_AGAINST
finneyivan1963,1.0,0.0,2.0,NOT_AGAINST
wonkseller,1.0,0.0,0.0,AGAINST
metschudin,1.0,0.0,0.0,AGAINST
volvo_online,0.0,0.0,1.0,NOT_AGAINST
TruckPlantParts,0.0,0.0,1.0,NOT_AGAINST
Truck_Trailers,0.0,0.0,1.0,NOT_AGAINST
scania_online,0.0,0.0,1.0,NOT_AGAINST
RefuseTrucks,0.0,0.0,1.0,NOT_AGAINST
MercTrucks,0.0,0.0,1.0,NOT_AGAINST
HGVInsureQuotes,0.0,0.0,1.0,NOT_AGAINST
ExArmyTrucks,0.0,0.0,1.0,NOT_AGAINST
DAFTrucksOnline,0.0,0.0,1.0,NOT_AGAINST
MauraBurd,,,,NONE
peace_2u2,0.0,0.0,1.0,NOT_AGAINST
Bullionbasis,1.0,0.0,0.0,AGAINST
ChartwiseUK,0.0,0.0,1.0,NOT_AGAINST
UKHaulier,0.0,0.0,1.0,NOT_AGAINST
StrathForensics,1.0,0.0,0.0,AGAINST
pennyhaddrill,1.0,0.0,0.0,AGAINST
Sunnyhi09474378,1.0,0.0,0.0,AGAINST
SarahPinder2,1.0,0.0,0.0,AGAINST
tomdyckhoff,1.0,0.0,0.0,AGAINST
EsoClose,1.0,0.0,0.0,AGAINST
great_one04,,,,NONE
garyyounge,1.0,0.0,0.0,AGAINST
spursfandom,1.0,0.0,0.0,AGAINST
LRB,0.0,0.0,1.0,NOT_AGAINST
KathrynJokaad,1.0,0.0,0.0,AGAINST
mems_ukc,0.0,0.0,1.0,NOT_AGAINST
ForsterImogen,0.0,0.0,1.0,NOT_AGAINST
zmcadler,0.0,0.0,1.0,NOT_AGAINST
EvoPalaeoLab,0.0,0.0,1.0,NOT_AGAINST
deeburf,1.0,0.0,0.0,AGAINST
hyubinkai,0.0,0.0,1.0,NOT_AGAINST
krug79,0.0,0.0,1.0,NOT_AGAINST
Sherliamcannon,0.0,0.0,7.0,NOT_AGAINST
Igotlostinaboo1,0.0,0.0,1.0,NOT_AGAINST
happygoonerday2,0.0,0.0,1.0,NOT_AGAINST
LeedsNews3,1.0,0.0,0.0,AGAINST
Shannie054,1.0,0.0,0.0,AGAINST
crime_bear,,,,NONE
WH_Cann,0.0,0.0,1.0,NOT_AGAINST
JHWilliamsIII,0.0,0.0,1.0,NOT_AGAINST
Cassthestafff,1.0,0.0,1.0,NOT_AGAINST
Dragonchants,0.0,0.0,1.0,NOT_AGAINST
AnneSmi72007257,1.0,0.0,1.0,NOT_AGAINST
KathleenHarrym1,0.0,0.0,1.0,NOT_AGAINST
ToxicMeijin,0.0,0.0,1.0,NOT_AGAINST
AngelinaMinto,1.0,0.0,0.0,AGAINST
silelf,1.0,0.0,0.0,AGAINST
TerraTerraCotta,0.0,0.0,1.0,NOT_AGAINST
thegreatlapanda,0.0,0.0,1.0,NOT_AGAINST
