tweeter_screen_name,AGAINST,FOR,NOT_AGAINST,tweeter_label
Len_Duvall,0.0,0.0,1.0,NOT_AGAINST
MilestoneCQ,0.0,0.0,1.0,NOT_AGAINST
SandyWaldron4,1.0,0.0,0.0,AGAINST
daal_aalif,1.0,0.0,0.0,AGAINST
rhondoliv,0.0,0.0,2.0,NOT_AGAINST
Jayngelle,0.0,0.0,1.0,NOT_AGAINST
lauratennant,0.0,0.0,2.0,NOT_AGAINST
Justice30,0.0,0.0,4.0,NOT_AGAINST
vickyfoxcroft,0.0,0.0,1.0,NOT_AGAINST
roblugg,1.0,0.0,0.0,AGAINST
mzaheer88,1.0,0.0,0.0,AGAINST
Britcan1,1.0,0.0,0.0,AGAINST
aranmlewis,1.0,0.0,7.0,NOT_AGAINST
ClassicalLiber9,1.0,0.0,1.0,NOT_AGAINST
RedLady3773,0.0,0.0,10.0,NOT_AGAINST
MayorofLondon,9.0,0.0,21.0,NOT_AGAINST
vivienwalden,1.0,0.0,0.0,AGAINST
iiswhoiare,1.0,0.0,0.0,AGAINST
jane_janekeane,0.0,0.0,1.0,NOT_AGAINST
dagenhamwin,0.0,0.0,1.0,NOT_AGAINST
LightingMonkey,1.0,0.0,2.0,NOT_AGAINST
jolil431,1.0,0.0,1.0,NOT_AGAINST
N4CHTVRNVS,1.0,0.0,0.0,AGAINST
fagin_mr,1.0,0.0,0.0,AGAINST
SigInTheClouds,1.0,0.0,0.0,AGAINST
paulpilkington,1.0,0.0,0.0,AGAINST
Impossi28437184,6.0,0.0,2.0,AGAINST
Tim_Middleton,1.0,0.0,0.0,AGAINST
j_bhattii,1.0,0.0,0.0,AGAINST
g4n3s4n,1.0,0.0,0.0,AGAINST
Grizabella86,1.0,0.0,1.0,NOT_AGAINST
baddogOTM,1.0,0.0,0.0,AGAINST
ManSpyder,1.0,0.0,0.0,AGAINST
Chairman_MaoW3,1.0,0.0,0.0,AGAINST
jordangeorge,1.0,0.0,0.0,AGAINST
gabrielbaldez,1.0,0.0,0.0,AGAINST
london_terror,1.0,0.0,2.0,NOT_AGAINST
XH487,1.0,0.0,0.0,AGAINST
ConstableXL,3.0,0.0,0.0,AGAINST
defranklondon,1.0,0.0,0.0,AGAINST
RN_veteran,1.0,0.0,0.0,AGAINST
LandmineLenny,1.0,0.0,1.0,NOT_AGAINST
2dogsla,1.0,0.0,0.0,AGAINST
RooBeeDoo1,3.0,0.0,2.0,AGAINST
2016hyacinth,1.0,0.0,0.0,AGAINST
VictoryDay_Hope,2.0,0.0,0.0,AGAINST
TheLast49096308,1.0,0.0,0.0,AGAINST
leejohnbaldock,1.0,0.0,0.0,AGAINST
ses2,1.0,0.0,0.0,AGAINST
gertrudengozi,2.0,0.0,0.0,AGAINST
Auntie_CarolG,1.0,0.0,0.0,AGAINST
AudreySuffolk,1.0,0.0,1.0,NOT_AGAINST
jadegoose,1.0,0.0,1.0,NOT_AGAINST
Bernard_Collier,1.0,0.0,0.0,AGAINST
LilLouLou29,1.0,0.0,0.0,AGAINST
Christi49034502,10.0,0.0,30.0,NOT_AGAINST
appaloosa283,1.0,0.0,0.0,AGAINST
zeno001,1.0,0.0,3.0,NOT_AGAINST
Heidi_LDN,1.0,0.0,0.0,AGAINST
AccidentalSpy,1.0,0.0,0.0,AGAINST
FatboyjimJf,3.0,0.0,1.0,AGAINST
JuneMejune,1.0,0.0,0.0,AGAINST
stancumonica,1.0,0.0,0.0,AGAINST
jackamayorcas,1.0,0.0,0.0,AGAINST
sandrasparrow2,3.0,0.0,0.0,AGAINST
barley_oats,2.0,0.0,0.0,AGAINST
jimchrisbell,0.0,0.0,1.0,NOT_AGAINST
AntMcD7,1.0,0.0,0.0,AGAINST
mllebrightside6,1.0,0.0,0.0,AGAINST
ConmcjJulie,1.0,0.0,0.0,AGAINST
pillsharks,2.0,0.0,1.0,AGAINST
patcan3,1.0,0.0,1.0,NOT_AGAINST
manothoma,1.0,0.0,0.0,AGAINST
mobb_mum,1.0,0.0,0.0,AGAINST
Neera_jah,1.0,0.0,1.0,NOT_AGAINST
thebeardyboy71,1.0,0.0,0.0,AGAINST
Rubyred71471480,1.0,0.0,0.0,AGAINST
SW19Lawyers,2.0,0.0,3.0,NOT_AGAINST
woodgnomology,1.0,0.0,1.0,NOT_AGAINST
odeddy17,1.0,0.0,0.0,AGAINST
TheSimonSaxby,1.0,0.0,0.0,AGAINST
ChrissyTondina,1.0,0.0,0.0,AGAINST
tony_k508,1.0,0.0,0.0,AGAINST
susiek227,2.0,0.0,0.0,AGAINST
julia13_julia13,1.0,0.0,0.0,AGAINST
DylBryn,1.0,0.0,1.0,NOT_AGAINST
AbstractPatrick,1.0,0.0,0.0,AGAINST
3rOAm,1.0,0.0,0.0,AGAINST
melaniepowell20,1.0,0.0,2.0,NOT_AGAINST
RichardPopperw1,1.0,0.0,0.0,AGAINST
dorlandcaz,3.0,0.0,1.0,AGAINST
SueLukes,1.0,0.0,1.0,NOT_AGAINST
Paul_Gadsby,1.0,0.0,0.0,AGAINST
MsPottingShed,1.0,0.0,0.0,AGAINST
sharonpr1507,4.0,0.0,1.0,AGAINST
main_livres,1.0,0.0,1.0,NOT_AGAINST
orange44black,2.0,0.0,1.0,AGAINST
DannyUnite,1.0,0.0,1.0,NOT_AGAINST
kbchaffin53,1.0,0.0,0.0,AGAINST
harrietwior245,1.0,0.0,1.0,NOT_AGAINST
CianGaia,1.0,0.0,0.0,AGAINST
EnglishGuy30,1.0,0.0,0.0,AGAINST
Al_Maldives,1.0,0.0,1.0,NOT_AGAINST
MarinK3,1.0,0.0,0.0,AGAINST
EndlessTravell2,2.0,0.0,0.0,AGAINST
Gavin_White07,2.0,0.0,0.0,AGAINST
Marciahatheral1,1.0,0.0,0.0,AGAINST
HendonGooner,1.0,0.0,0.0,AGAINST
paisley_malcolm,1.0,0.0,0.0,AGAINST
Arnie_Boyle,10.0,0.0,9.0,AGAINST
LUSO64955037,1.0,0.0,0.0,AGAINST
websorcerers,1.0,0.0,0.0,AGAINST
flossyflange,2.0,0.0,0.0,AGAINST
OfMonoton,1.0,0.0,0.0,AGAINST
Cole_Jim_1,1.0,0.0,1.0,NOT_AGAINST
hackneywick,6.0,0.0,13.0,NOT_AGAINST
BelsizeVillage,2.0,0.0,1.0,AGAINST
911Amelia,1.0,0.0,5.0,NOT_AGAINST
teejaybee3,0.0,0.0,2.0,NOT_AGAINST
mysaymysay1,0.0,0.0,1.0,NOT_AGAINST
rbrtsm1th,0.0,0.0,1.0,NOT_AGAINST
iamjonhobson,0.0,0.0,2.0,NOT_AGAINST
rayandvi,0.0,0.0,2.0,NOT_AGAINST
melanieham20,0.0,0.0,1.0,NOT_AGAINST
hall_ed,0.0,0.0,1.0,NOT_AGAINST
Tammypaulson20,0.0,0.0,1.0,NOT_AGAINST
HiThere144,0.0,0.0,1.0,NOT_AGAINST
Andrewwhitton2,3.0,0.0,3.0,NOT_AGAINST
MPSIslington,5.0,0.0,1.0,AGAINST
MPSCamden,5.0,0.0,2.0,AGAINST
Doodle55201857,0.0,0.0,1.0,NOT_AGAINST
lesles68,6.0,0.0,6.0,NOT_AGAINST
SWAM10056,2.0,0.0,3.0,NOT_AGAINST
ukpol_co_uk,1.0,0.0,2.0,NOT_AGAINST
Dispatch_DD,2.0,0.0,0.0,AGAINST
HouchinSamantha,0.0,0.0,1.0,NOT_AGAINST
Jack4599Ds,0.0,0.0,1.0,NOT_AGAINST
oraclebooker,1.0,0.0,1.0,NOT_AGAINST
MarionMurray6,0.0,0.0,1.0,NOT_AGAINST
JRE6198,0.0,0.0,1.0,NOT_AGAINST
karenclarke52,0.0,0.0,1.0,NOT_AGAINST
balderson_susan,0.0,0.0,1.0,NOT_AGAINST
WineDineAnd999,0.0,0.0,1.0,NOT_AGAINST
billyrm84,0.0,0.0,1.0,NOT_AGAINST
gibb_liam,0.0,0.0,1.0,NOT_AGAINST
TonyRome51,0.0,0.0,1.0,NOT_AGAINST
annockh,1.0,0.0,1.0,NOT_AGAINST
GentlemanSJ75,1.0,0.0,1.0,NOT_AGAINST
PacifistPassive,0.0,0.0,2.0,NOT_AGAINST
mikesjoyce_mike,0.0,0.0,1.0,NOT_AGAINST
TheCeefax,0.0,0.0,1.0,NOT_AGAINST
BridMcTigger,0.0,0.0,1.0,NOT_AGAINST
vhinton1959,0.0,0.0,1.0,NOT_AGAINST
FaircloughKeith,1.0,0.0,0.0,AGAINST
Louimarino,0.0,0.0,1.0,NOT_AGAINST
darknessofmice,2.0,0.0,4.0,NOT_AGAINST
Chappers2013,0.0,0.0,1.0,NOT_AGAINST
UKCopHumour,0.0,0.0,1.0,NOT_AGAINST
eagerbeavertech,1.0,0.0,0.0,AGAINST
calumdaylewis,0.0,0.0,1.0,NOT_AGAINST
HowTheWestWS,0.0,0.0,5.0,NOT_AGAINST
BillingReeves,0.0,0.0,1.0,NOT_AGAINST
Jemradio1,0.0,0.0,1.0,NOT_AGAINST
PC3039,0.0,0.0,1.0,NOT_AGAINST
JadeBurns_,0.0,0.0,1.0,NOT_AGAINST
InspWelch,0.0,0.0,1.0,NOT_AGAINST
chamiltonbbc,0.0,0.0,1.0,NOT_AGAINST
bbcmerseyside,0.0,0.0,1.0,NOT_AGAINST
OpinionsAboutE1,0.0,0.0,1.0,NOT_AGAINST
cdw021066,0.0,0.0,1.0,NOT_AGAINST
Obi1_Shinobi,1.0,0.0,1.0,NOT_AGAINST
dukakiscenter,,,,NONE
MoCap786,0.0,0.0,1.0,NOT_AGAINST
missthe80s1,0.0,0.0,1.0,NOT_AGAINST
kristathetaurus,0.0,0.0,1.0,NOT_AGAINST
NU_PolicySchool,,,,NONE
BilgeErten,,,,NONE
OgTriple_Threat,0.0,0.0,1.0,NOT_AGAINST
EINTruckNews,0.0,0.0,1.0,NOT_AGAINST
Crimeupdate,0.0,0.0,1.0,NOT_AGAINST
CrimeNewsdaily1,0.0,0.0,1.0,NOT_AGAINST
BlaxkMc3,0.0,0.0,1.0,NOT_AGAINST
Andres19750446,0.0,0.0,1.0,NOT_AGAINST
FOX16News,0.0,0.0,1.0,NOT_AGAINST
MarcALevin,0.0,0.0,1.0,NOT_AGAINST
MuhammadAbdulT4,0.0,0.0,1.0,NOT_AGAINST
jenniferdoleac,,,,NONE
jmb112485,,,,NONE
SasserModestino,,,,NONE
androidmunk,1.0,0.0,0.0,AGAINST
CMPetrilla,0.0,0.0,1.0,NOT_AGAINST
evybby13,0.0,0.0,1.0,NOT_AGAINST
CityCopJames,0.0,0.0,1.0,NOT_AGAINST
jefffleischer1,0.0,0.0,2.0,NOT_AGAINST
BenAriOnline,0.0,0.0,1.0,NOT_AGAINST
MacForest2,0.0,0.0,1.0,NOT_AGAINST
LordHiver,0.0,0.0,1.0,NOT_AGAINST
NormanLater,0.0,0.0,1.0,NOT_AGAINST
ozcrimenews,0.0,0.0,1.0,NOT_AGAINST
notocr,0.0,0.0,1.0,NOT_AGAINST
rday_day,0.0,0.0,1.0,NOT_AGAINST
linda_rango,0.0,0.0,1.0,NOT_AGAINST
Rump45Ter,0.0,0.0,1.0,NOT_AGAINST
BuggaThe,0.0,0.0,1.0,NOT_AGAINST
Adem_Flok,0.0,0.0,1.0,NOT_AGAINST
PromiseLand_Mem,0.0,0.0,1.0,NOT_AGAINST
Murphybear64,1.0,0.0,1.0,NOT_AGAINST
Jonatho43827873,0.0,0.0,1.0,NOT_AGAINST
MelodyMac51,0.0,0.0,1.0,NOT_AGAINST
ChildrenHomeAid,0.0,0.0,1.0,NOT_AGAINST
news10nbc,0.0,0.0,1.0,NOT_AGAINST
whec_eputnam,0.0,0.0,1.0,NOT_AGAINST
YAPInc,0.0,0.0,2.0,NOT_AGAINST
Silvablue21,0.0,0.0,1.0,NOT_AGAINST
willensfrei,1.0,0.0,1.0,NOT_AGAINST
NotBobbyMcBro,1.0,0.0,0.0,AGAINST
7NewsMelbourne,1.0,0.0,1.0,NOT_AGAINST
katerina5k,0.0,0.0,1.0,NOT_AGAINST
RobertP90712393,1.0,0.0,0.0,AGAINST
KMJNOW,1.0,0.0,0.0,AGAINST
surgeonearth,0.0,0.0,1.0,NOT_AGAINST
010her0,,,,NONE
natehiggins,1.0,0.0,2.0,NOT_AGAINST
BalderramaPaco,1.0,0.0,0.0,AGAINST
Lyn_Wuethrich,0.0,0.0,1.0,NOT_AGAINST
wrtv,0.0,0.0,1.0,NOT_AGAINST
Michael_AOUON,0.0,0.0,1.0,NOT_AGAINST
DrMix_NOLAPsyc,,,,NONE
MorganLamandre,,,,NONE
LSReform,,,,NONE
ladenheim_mark,1.0,0.0,0.0,AGAINST
MickOBrien58MT,4.0,0.0,0.0,AGAINST
Angiempollard,5.0,0.0,0.0,AGAINST
barbaracantalk,7.0,0.0,3.0,AGAINST
barrybunyip,5.0,0.0,3.0,AGAINST
reg_rover,6.0,0.0,4.0,AGAINST
HelenAAnderso13,0.0,0.0,1.0,NOT_AGAINST
bridget93382510,4.0,0.0,0.0,AGAINST
TheCriticMag,1.0,0.0,1.0,NOT_AGAINST
yogagirl2021,6.0,0.0,5.0,AGAINST
navyfire111261,6.0,0.0,3.0,AGAINST
DavidScullion,1.0,0.0,0.0,AGAINST
LarryWinning,1.0,0.0,2.0,NOT_AGAINST
mariamartak,2.0,0.0,2.0,NOT_AGAINST
ldnparks,1.0,0.0,0.0,AGAINST
TheBorisClub,3.0,0.0,1.0,AGAINST
MurrayR74522030,0.0,0.0,3.0,NOT_AGAINST
urquhart_mark,1.0,0.0,0.0,AGAINST
researchsuperp1,1.0,0.0,0.0,AGAINST
MartinTwigs68,2.0,0.0,0.0,AGAINST
GartsideJackie,2.0,0.0,1.0,AGAINST
closepasshunter,0.0,0.0,1.0,NOT_AGAINST
LiamFlavz,0.0,0.0,1.0,NOT_AGAINST
StuInNorway,0.0,0.0,1.0,NOT_AGAINST
taxi_leaks,0.0,0.0,5.0,NOT_AGAINST
blackcab66,,,,NONE
GeishaLee2,1.0,0.0,1.0,NOT_AGAINST
IrinaMaslenni17,1.0,0.0,0.0,AGAINST
InkandAmber1,1.0,0.0,0.0,AGAINST
improved_ends,0.0,0.0,1.0,NOT_AGAINST
bat020,0.0,0.0,1.0,NOT_AGAINST
barbaramaryleva,7.0,0.0,1.0,AGAINST
dawndavis54,2.0,0.0,0.0,AGAINST
GetsBuckets_,1.0,0.0,0.0,AGAINST
GlobalMapAid,1.0,0.0,0.0,AGAINST
Patrici56306746,1.0,0.0,1.0,NOT_AGAINST
nub1a9,1.0,0.0,0.0,AGAINST
linmeitalks,2.0,0.0,0.0,AGAINST
ryanod1,1.0,0.0,0.0,AGAINST
SaferLondon1,0.0,0.0,1.0,NOT_AGAINST
NormanR95218467,1.0,0.0,1.0,NOT_AGAINST
FlippaDipp,1.0,0.0,0.0,AGAINST
charles61003013,2.0,0.0,1.0,AGAINST
_U_M_A_R_,0.0,0.0,1.0,NOT_AGAINST
ZoeStroud1,4.0,0.0,6.0,NOT_AGAINST
davedav29426621,9.0,0.0,2.0,AGAINST
Paolo67289281,1.0,0.0,2.0,NOT_AGAINST
mikecokere,1.0,0.0,0.0,AGAINST
TruthAboutAsons,3.0,0.0,2.0,AGAINST
Hyattrichard1,0.0,0.0,1.0,NOT_AGAINST
PatBatemanLive,0.0,0.0,1.0,NOT_AGAINST
ProperDemocrat,0.0,0.0,2.0,NOT_AGAINST
Betty06417439,3.0,0.0,0.0,AGAINST
dazthevillan,1.0,0.0,0.0,AGAINST
JTibballs,0.0,0.0,1.0,NOT_AGAINST
LondonCycle3,5.0,0.0,6.0,NOT_AGAINST
ElllieS,0.0,0.0,1.0,NOT_AGAINST
Rkbobde14,1.0,0.0,0.0,AGAINST
johnisitme,3.0,0.0,0.0,AGAINST
DianewasHR,2.0,0.0,1.0,AGAINST
Wonkothesane15,1.0,0.0,0.0,AGAINST
JulieTunks,0.0,0.0,1.0,NOT_AGAINST
Fan_DuTour,1.0,0.0,0.0,AGAINST
biscaynedreams,2.0,0.0,0.0,AGAINST
roadcc,1.0,0.0,1.0,NOT_AGAINST
ByrneBarry,2.0,0.0,0.0,AGAINST
AyseOliver,1.0,0.0,0.0,AGAINST
willlondon87,2.0,0.0,0.0,AGAINST
stevew78,5.0,0.0,2.0,AGAINST
julia96086909,0.0,0.0,1.0,NOT_AGAINST
weare_spotlight,0.0,0.0,1.0,NOT_AGAINST
DaisylovePoppy,2.0,0.0,1.0,AGAINST
Films_ForAll,0.0,0.0,1.0,NOT_AGAINST
telday1,1.0,0.0,3.0,NOT_AGAINST
JohnnyR54305208,2.0,0.0,1.0,AGAINST
LisaKn0wsA11,4.0,0.0,3.0,AGAINST
DivineBiba,1.0,0.0,1.0,NOT_AGAINST
TheRealSitts,2.0,0.0,2.0,NOT_AGAINST
stevebr98325879,1.0,0.0,7.0,NOT_AGAINST
afl2277,1.0,0.0,2.0,NOT_AGAINST
HomeTruths111,0.0,0.0,1.0,NOT_AGAINST
JSDH_S,0.0,0.0,2.0,NOT_AGAINST
Hoddy67,0.0,0.0,1.0,NOT_AGAINST
AnneGR85,0.0,0.0,1.0,NOT_AGAINST
NOT_leftwaffe,2.0,0.0,5.0,NOT_AGAINST
thenotabotbrit1,0.0,0.0,1.0,NOT_AGAINST
Rabberoonies,0.0,0.0,4.0,NOT_AGAINST
personalcellar,0.0,0.0,1.0,NOT_AGAINST
confidencenac,0.0,0.0,1.0,NOT_AGAINST
richardduffin1,1.0,0.0,0.0,AGAINST
CyclingLawLDN,1.0,0.0,0.0,AGAINST
markboylin,1.0,0.0,2.0,NOT_AGAINST
MacLiv,1.0,0.0,0.0,AGAINST
KickOffAt3,,,,NONE
docuterror,5.0,0.0,3.0,AGAINST
la_greeno,,,,NONE
william50299301,0.0,0.0,1.0,NOT_AGAINST
RupertChandler,1.0,0.0,1.0,NOT_AGAINST
HigginsGlennis,1.0,0.0,0.0,AGAINST
Squeezy64,0.0,0.0,1.0,NOT_AGAINST
Hasbarat,2.0,0.0,0.0,AGAINST
SecurityWatchk,2.0,0.0,0.0,AGAINST
TimMadigan9,2.0,0.0,0.0,AGAINST
Dindunuffyn,2.0,0.0,0.0,AGAINST
bojum12,1.0,0.0,2.0,NOT_AGAINST
YoungsBrendan,3.0,0.0,1.0,AGAINST
lgergees,3.0,0.0,1.0,AGAINST
NeilH1968,1.0,0.0,0.0,AGAINST
NatReformer,1.0,0.0,0.0,AGAINST
DJJonatron,1.0,0.0,1.0,NOT_AGAINST
donsie237,9.0,0.0,6.0,AGAINST
Jeffkopite,0.0,0.0,1.0,NOT_AGAINST
mark10492233,0.0,0.0,1.0,NOT_AGAINST
mazzaeds,3.0,0.0,1.0,AGAINST
reacheverygen,0.0,0.0,1.0,NOT_AGAINST
186tony,2.0,0.0,1.0,AGAINST
BobsBiscuits1,1.0,0.0,0.0,AGAINST
Dr_MatthewSwann,4.0,0.0,3.0,AGAINST
CoffeeAfrique,0.0,0.0,2.0,NOT_AGAINST
MasonPeterJ,,,,NONE
LalSkinner1,2.0,0.0,1.0,AGAINST
PeterBa82304711,4.0,0.0,5.0,NOT_AGAINST
pottyman2,0.0,0.0,1.0,NOT_AGAINST
Tim267626,1.0,0.0,0.0,AGAINST
JoLewisHolmes,0.0,0.0,1.0,NOT_AGAINST
_Perseides_,1.0,0.0,0.0,AGAINST
FightExtremism,1.0,0.0,0.0,AGAINST
SpenderSimon,1.0,0.0,0.0,AGAINST
pauls4016,4.0,0.0,5.0,NOT_AGAINST
Has2weaver,1.0,0.0,0.0,AGAINST
m1lee,1.0,0.0,0.0,AGAINST
1969Human,0.0,0.0,6.0,NOT_AGAINST
boro_alex2,1.0,0.0,0.0,AGAINST
warningshout,1.0,0.0,2.0,NOT_AGAINST
Tinkerbellsmit2,3.0,0.0,0.0,AGAINST
DaveyBoi73,1.0,0.0,2.0,NOT_AGAINST
SurendraVijen,1.0,0.0,0.0,AGAINST
DannyScott100,3.0,0.0,0.0,AGAINST
Richardab10,4.0,0.0,0.0,AGAINST
apexworldnews,3.0,0.0,2.0,AGAINST
dwaynamics,2.0,0.0,1.0,AGAINST
ClennellMick,1.0,0.0,2.0,NOT_AGAINST
GreatUK77,1.0,0.0,8.0,NOT_AGAINST
IamSamAbraham,1.0,0.0,0.0,AGAINST
_TheEnquirer,1.0,0.0,0.0,AGAINST
Colemans1,7.0,0.0,7.0,NOT_AGAINST
SeanSeanbryson,4.0,0.0,7.0,NOT_AGAINST
huggies7th,7.0,0.0,1.0,AGAINST
xena1967,2.0,0.0,3.0,NOT_AGAINST
JackiKillick,1.0,0.0,0.0,AGAINST
BenReyn45805359,0.0,0.0,1.0,NOT_AGAINST
LynPritchard2,0.0,0.0,2.0,NOT_AGAINST
cockney_yid,0.0,0.0,1.0,NOT_AGAINST
eatsruns,0.0,0.0,1.0,NOT_AGAINST
RupertScott21,0.0,0.0,1.0,NOT_AGAINST
Spiteful38,4.0,0.0,4.0,NOT_AGAINST
RF22014,1.0,0.0,0.0,AGAINST
ohhhhthatsnice,1.0,0.0,1.0,NOT_AGAINST
honorfel321,1.0,0.0,1.0,NOT_AGAINST
MarkCarroll20,6.0,0.0,10.0,NOT_AGAINST
MartinCo8256,5.0,0.0,1.0,AGAINST
terripiz,1.0,0.0,0.0,AGAINST
geraldrd,2.0,0.0,1.0,AGAINST
iDaniel_Vi,0.0,0.0,1.0,NOT_AGAINST
SuttonCheamCLP,1.0,0.0,1.0,NOT_AGAINST
Gary5968J,0.0,0.0,1.0,NOT_AGAINST
babybean123412,1.0,0.0,4.0,NOT_AGAINST
Blayney20,3.0,0.0,0.0,AGAINST
Louise_katz,3.0,0.0,2.0,AGAINST
jaybs,1.0,0.0,2.0,NOT_AGAINST
1VictorVauxhall,4.0,0.0,2.0,AGAINST
jbircher1,2.0,0.0,2.0,NOT_AGAINST
ReeveMaxwell,2.0,0.0,0.0,AGAINST
Telegraph,2.0,0.0,6.0,NOT_AGAINST
Rob_Kiteley,1.0,0.0,0.0,AGAINST
ChrisBaxi,0.0,0.0,2.0,NOT_AGAINST
HinduRakshak,1.0,0.0,0.0,AGAINST
Pri_scy1,0.0,0.0,2.0,NOT_AGAINST
Bobilly10,4.0,0.0,7.0,NOT_AGAINST
BansteadRotary,1.0,0.0,0.0,AGAINST
LRFunnyMoments,1.0,0.0,0.0,AGAINST
bonjourblonde,1.0,0.0,0.0,AGAINST
MJFGD,7.0,0.0,2.0,AGAINST
DavieFae,3.0,0.0,1.0,AGAINST
ComRosie1,1.0,0.0,0.0,AGAINST
MarilynAshy,7.0,0.0,7.0,NOT_AGAINST
gregmor63465138,1.0,0.0,0.0,AGAINST
brunchofnumbers,0.0,0.0,1.0,NOT_AGAINST
arsenal_25,1.0,0.0,3.0,NOT_AGAINST
DaveJoh96922982,1.0,0.0,0.0,AGAINST
SegzyChubbs,1.0,0.0,0.0,AGAINST
EnglishLionhea1,2.0,0.0,0.0,AGAINST
EDDIEHITLER13,1.0,0.0,0.0,AGAINST
Annlacy7,1.0,0.0,0.0,AGAINST
greenbadgetel,0.0,0.0,2.0,NOT_AGAINST
JERRANDALL1,0.0,0.0,1.0,NOT_AGAINST
VoWalesMedia,1.0,0.0,0.0,AGAINST
KagaCazzo,1.0,0.0,0.0,AGAINST
njaylong,1.0,0.0,0.0,AGAINST
TerryJO20813271,3.0,0.0,3.0,NOT_AGAINST
EdgeOTI,0.0,0.0,1.0,NOT_AGAINST
greynowfire,0.0,0.0,2.0,NOT_AGAINST
prankstersinc,1.0,0.0,0.0,AGAINST
amandapennyc,0.0,0.0,1.0,NOT_AGAINST
MyVideosToWatch,7.0,0.0,6.0,AGAINST
SteveHa40113293,0.0,0.0,1.0,NOT_AGAINST
superhotbitch,0.0,0.0,3.0,NOT_AGAINST
s9tmt,6.0,0.0,3.0,AGAINST
AnnaPetrillo10,1.0,0.0,0.0,AGAINST
PhilBrown4x400,2.0,0.0,0.0,AGAINST
SefLoftus,1.0,0.0,1.0,NOT_AGAINST
Mrsmariebaker,1.0,0.0,0.0,AGAINST
mysouthldn,15.0,0.0,6.0,AGAINST
myldn,33.0,0.0,19.0,AGAINST
aimstocks2021,1.0,0.0,0.0,AGAINST
mi6rogue,8.0,0.0,1.0,AGAINST
Redrick2511,0.0,0.0,1.0,NOT_AGAINST
LushDesigns_,0.0,0.0,1.0,NOT_AGAINST
Lee18210099,1.0,0.0,0.0,AGAINST
MarlaStromberg,1.0,0.0,1.0,NOT_AGAINST
melchi_theresa,2.0,0.0,6.0,NOT_AGAINST
acacia227,0.0,0.0,1.0,NOT_AGAINST
StreetDoctors,0.0,0.0,1.0,NOT_AGAINST
AFleetingImpre1,0.0,0.0,1.0,NOT_AGAINST
Redthreadyouth,1.0,0.0,1.0,NOT_AGAINST
WhitneyDFord,0.0,0.0,1.0,NOT_AGAINST
RealJLorraine,0.0,0.0,1.0,NOT_AGAINST
MattExtinctions,0.0,0.0,1.0,NOT_AGAINST
chels1_chels,1.0,0.0,0.0,AGAINST
SteveMilner1960,4.0,0.0,2.0,AGAINST
TeddyMuxloe,0.0,0.0,1.0,NOT_AGAINST
Dil90756113,1.0,0.0,0.0,AGAINST
IoanaBarna2,0.0,0.0,3.0,NOT_AGAINST
usaidbolt,0.0,0.0,1.0,NOT_AGAINST
authorjamiller,0.0,0.0,1.0,NOT_AGAINST
tinseymiller,0.0,0.0,1.0,NOT_AGAINST
BY0SUke,0.0,0.0,8.0,NOT_AGAINST
JellyGentle,,,,NONE
Tweetisaurus,0.0,0.0,1.0,NOT_AGAINST
PaulDragonwolf1,,,,NONE
IMcMillan,,,,NONE
AnniSalli59,0.0,0.0,1.0,NOT_AGAINST
roundbarrel,2.0,0.0,1.0,AGAINST
DHartleyReid2,2.0,0.0,1.0,AGAINST
Shazzie_L,6.0,0.0,1.0,AGAINST
MOPACLdn,1.0,0.0,9.0,NOT_AGAINST
Pady_oFurniture,1.0,0.0,3.0,NOT_AGAINST
LuluAllison77,0.0,0.0,1.0,NOT_AGAINST
carla_ryman,4.0,0.0,3.0,AGAINST
JudithArnopp,0.0,0.0,2.0,NOT_AGAINST
Shivviness,0.0,0.0,1.0,NOT_AGAINST
Neil28994458,1.0,0.0,0.0,AGAINST
NatalieAlleyn,0.0,0.0,8.0,NOT_AGAINST
conndec,8.0,0.0,2.0,AGAINST
vinceninn,0.0,0.0,1.0,NOT_AGAINST
Martinf76606790,2.0,0.0,2.0,NOT_AGAINST
MaryDona16,17.0,0.0,3.0,AGAINST
ulissemail,2.0,0.0,0.0,AGAINST
euspring2016,0.0,0.0,1.0,NOT_AGAINST
wilaroney,0.0,0.0,1.0,NOT_AGAINST
marion1_alice,2.0,0.0,0.0,AGAINST
stoughton_p,0.0,0.0,1.0,NOT_AGAINST
StaffordCalling,7.0,0.0,2.0,AGAINST
JonnyVamExplore,1.0,0.0,1.0,NOT_AGAINST
westwordsreview,0.0,0.0,1.0,NOT_AGAINST
KatharinaBberg,0.0,0.0,1.0,NOT_AGAINST
ToriHerridge,0.0,0.0,1.0,NOT_AGAINST
DorHulse,2.0,0.0,0.0,AGAINST
AndreaRobertso,1.0,0.0,0.0,AGAINST
FreedomFightsUK,19.0,0.0,4.0,AGAINST
mickjohnston18,7.0,0.0,1.0,AGAINST
fudge_bucket,1.0,0.0,0.0,AGAINST
Lizwayhelen,4.0,0.0,2.0,AGAINST
Suzy_Henderson,0.0,0.0,1.0,NOT_AGAINST
Jason_MI5,0.0,0.0,1.0,NOT_AGAINST
TimXWebb,0.0,0.0,1.0,NOT_AGAINST
polgara28951124,0.0,0.0,3.0,NOT_AGAINST
sp_stratford,0.0,0.0,1.0,NOT_AGAINST
noshabashaukat,0.0,0.0,1.0,NOT_AGAINST
fleming77,1.0,0.0,3.0,NOT_AGAINST
