lsoa_code,lsoa_name,total_19,population,borough,total_17,total_19_1000,total_17_1000,pct_change,pct_change_abs,crime_cohort,change_cohort
E01000006,Barking and Dagenham 016A,27,2094,Barking and Dagenham,9.0,12.893982808022923,4.2979942693409745,1.9999999999999996,1.9999999999999996,lower_crime,top_50
E01000007,Barking and Dagenham 015A,130,2502,Barking and Dagenham,105.0,51.95843325339728,41.96642685851319,0.2380952380952381,0.2380952380952381,top_250,lower_change
E01000008,Barking and Dagenham 015B,23,1597,Barking and Dagenham,24.0,14.402003757044458,15.028177833437695,-0.041666666666666664,0.041666666666666664,lower_crime,lower_change
E01000009,Barking and Dagenham 016B,52,1929,Barking and Dagenham,37.0,26.956972524624156,19.180922757905652,0.40540540540540526,0.40540540540540526,lower_crime,lower_change
E01000010,Barking and Dagenham 015C,211,3579,Barking and Dagenham,190.0,58.95501536742107,53.08745459625594,0.11052631578947371,0.11052631578947371,top_250,lower_change
E01000011,Barking and Dagenham 016C,13,1726,Barking and Dagenham,24.0,7.531865585168019,13.904982618771726,-0.4583333333333333,0.4583333333333333,lower_crime,lower_change
E01000012,Barking and Dagenham 015D,24,2343,Barking and Dagenham,28.0,10.243277848911651,11.950490823730261,-0.14285714285714296,0.14285714285714296,lower_crime,lower_change
E01000013,Barking and Dagenham 013A,49,1855,Barking and Dagenham,49.0,26.41509433962264,26.41509433962264,0.0,0.0,lower_crime,lower_change
E01000014,Barking and Dagenham 013B,31,1661,Barking and Dagenham,26.0,18.663455749548465,15.653220951234196,0.19230769230769232,0.19230769230769232,lower_crime,lower_change
E01000015,Barking and Dagenham 009A,17,2452,Barking and Dagenham,29.0,6.933115823817292,11.827079934747145,-0.41379310344827586,0.41379310344827586,lower_crime,lower_change
E01000016,Barking and Dagenham 009B,17,1724,Barking and Dagenham,18.0,9.860788863109049,10.440835266821345,-0.05555555555555554,0.05555555555555554,lower_crime,lower_change
E01000017,Barking and Dagenham 009C,10,1538,Barking and Dagenham,19.0,6.501950585175552,12.35370611183355,-0.47368421052631576,0.47368421052631576,lower_crime,lower_change
E01000018,Barking and Dagenham 009D,14,1718,Barking and Dagenham,17.0,8.149010477299186,9.89522700814901,-0.17647058823529407,0.17647058823529407,lower_crime,lower_change
E01000019,Barking and Dagenham 023A,11,1563,Barking and Dagenham,21.0,7.037747920665387,13.435700575815739,-0.47619047619047616,0.47619047619047616,lower_crime,lower_change
E01000020,Barking and Dagenham 023B,18,1930,Barking and Dagenham,20.0,9.32642487046632,10.362694300518134,-0.10000000000000002,0.10000000000000002,lower_crime,lower_change
E01000021,Barking and Dagenham 008A,25,1756,Barking and Dagenham,25.0,14.236902050113896,14.236902050113896,0.0,0.0,lower_crime,lower_change
E01000022,Barking and Dagenham 008B,20,1433,Barking and Dagenham,14.0,13.956734124214934,9.769713886950454,0.4285714285714286,0.4285714285714286,lower_crime,lower_change
E01000023,Barking and Dagenham 008C,37,3853,Barking and Dagenham,87.0,9.602906825849987,22.579807941863482,-0.5747126436781609,0.5747126436781609,lower_crime,lower_change
E01000024,Barking and Dagenham 008D,14,1546,Barking and Dagenham,14.0,9.055627425614489,9.055627425614489,0.0,0.0,lower_crime,lower_change
E01000025,Barking and Dagenham 008E,9,1676,Barking and Dagenham,16.0,5.369928400954654,9.54653937947494,-0.43749999999999994,0.43749999999999994,lower_crime,lower_change
E01000027,Barking and Dagenham 001A,27,1846,Barking and Dagenham,32.0,14.626218851570965,17.33477789815818,-0.15624999999999997,0.15624999999999997,lower_crime,lower_change
E01000028,Barking and Dagenham 001B,21,1729,Barking and Dagenham,27.0,12.145748987854251,15.615962984384037,-0.2222222222222222,0.2222222222222222,lower_crime,lower_change
E01000029,Barking and Dagenham 001C,14,1764,Barking and Dagenham,5.0,7.936507936507937,2.834467120181406,1.8,1.8,lower_crime,top_50
E01000030,Barking and Dagenham 001D,40,2396,Barking and Dagenham,34.0,16.69449081803005,14.190317195325543,0.17647058823529416,0.17647058823529416,lower_crime,lower_change
E01000031,Barking and Dagenham 002A,21,1810,Barking and Dagenham,28.0,11.602209944751381,15.469613259668508,-0.24999999999999997,0.24999999999999997,lower_crime,lower_change
E01000032,Barking and Dagenham 002B,49,1879,Barking and Dagenham,37.0,26.077700904736563,19.691325172964344,0.3243243243243243,0.3243243243243243,lower_crime,lower_change
E01000033,Barking and Dagenham 006A,18,1598,Barking and Dagenham,18.0,11.264080100125156,11.264080100125156,0.0,0.0,lower_crime,lower_change
E01000034,Barking and Dagenham 003A,16,1640,Barking and Dagenham,18.0,9.75609756097561,10.975609756097562,-0.1111111111111112,0.1111111111111112,lower_crime,lower_change
E01000035,Barking and Dagenham 010A,54,1841,Barking and Dagenham,41.0,29.33188484519283,22.270505160239,0.3170731707317072,0.3170731707317072,lower_crime,lower_change
E01000036,Barking and Dagenham 010B,17,1458,Barking and Dagenham,27.0,11.659807956104252,18.51851851851852,-0.3703703703703704,0.3703703703703704,lower_crime,lower_change
E01000037,Barking and Dagenham 003B,22,1912,Barking and Dagenham,28.0,11.506276150627615,14.644351464435147,-0.2142857142857143,0.2142857142857143,lower_crime,lower_change
E01000038,Barking and Dagenham 003C,7,1425,Barking and Dagenham,15.0,4.912280701754386,10.526315789473685,-0.5333333333333333,0.5333333333333333,lower_crime,lower_change
E01000039,Barking and Dagenham 003D,12,1710,Barking and Dagenham,12.0,7.017543859649122,7.017543859649122,0.0,0.0,lower_crime,lower_change
E01000040,Barking and Dagenham 019A,26,1793,Barking and Dagenham,17.0,14.500836586726157,9.481316229782488,0.5294117647058822,0.5294117647058822,lower_crime,top_250
E01000041,Barking and Dagenham 017A,18,1818,Barking and Dagenham,11.0,9.900990099009901,6.050605060506051,0.6363636363636362,0.6363636363636362,lower_crime,top_250
E01000042,Barking and Dagenham 017B,17,2001,Barking and Dagenham,31.0,8.495752123938031,15.492253873063468,-0.45161290322580644,0.45161290322580644,lower_crime,lower_change
E01000043,Barking and Dagenham 019B,14,1518,Barking and Dagenham,17.0,9.22266139657444,11.198945981554678,-0.1764705882352942,0.1764705882352942,lower_crime,lower_change
E01000044,Barking and Dagenham 016D,15,1992,Barking and Dagenham,15.0,7.530120481927711,7.530120481927711,0.0,0.0,lower_crime,lower_change
E01000045,Barking and Dagenham 017C,35,1802,Barking and Dagenham,48.0,19.42286348501665,26.637069922308545,-0.27083333333333326,0.27083333333333326,lower_crime,lower_change
E01000046,Barking and Dagenham 017D,10,1900,Barking and Dagenham,16.0,5.2631578947368425,8.421052631578947,-0.37499999999999994,0.37499999999999994,lower_crime,lower_change
E01000048,Barking and Dagenham 021B,13,1044,Barking and Dagenham,8.0,12.452107279693486,7.662835249042145,0.625,0.625,lower_crime,top_250
E01000049,Barking and Dagenham 021C,25,1921,Barking and Dagenham,20.0,13.014055179593962,10.41124414367517,0.25,0.25,lower_crime,lower_change
E01000050,Barking and Dagenham 019C,24,1966,Barking and Dagenham,26.0,12.207527975584943,13.224821973550355,-0.07692307692307693,0.07692307692307693,lower_crime,lower_change
E01000051,Barking and Dagenham 021D,8,963,Barking and Dagenham,14.0,8.307372793354102,14.537902388369679,-0.4285714285714286,0.4285714285714286,lower_crime,lower_change
E01000052,Barking and Dagenham 019D,31,2258,Barking and Dagenham,22.0,13.728963684676705,9.743135518157661,0.4090909090909091,0.4090909090909091,lower_crime,lower_change
E01000053,Barking and Dagenham 020A,23,1604,Barking and Dagenham,37.0,14.339152119700747,23.06733167082294,-0.3783783783783784,0.3783783783783784,lower_crime,lower_change
E01000054,Barking and Dagenham 018A,22,1951,Barking and Dagenham,19.0,11.276268580215275,9.738595592004101,0.15789473684210528,0.15789473684210528,lower_crime,lower_change
E01000055,Barking and Dagenham 018B,31,1707,Barking and Dagenham,23.0,18.16051552431166,13.473930872876391,0.3478260869565219,0.3478260869565219,lower_crime,lower_change
E01000056,Barking and Dagenham 018C,37,1675,Barking and Dagenham,33.0,22.08955223880597,19.70149253731343,0.1212121212121214,0.1212121212121214,lower_crime,lower_change
E01000057,Barking and Dagenham 012A,35,1536,Barking and Dagenham,25.0,22.786458333333332,16.276041666666668,0.3999999999999998,0.3999999999999998,lower_crime,lower_change
E01000058,Barking and Dagenham 018D,22,1990,Barking and Dagenham,20.0,11.055276381909549,10.050251256281408,0.09999999999999998,0.09999999999999998,lower_crime,lower_change
E01000059,Barking and Dagenham 013C,9,1649,Barking and Dagenham,17.0,5.45785324439054,10.309278350515465,-0.47058823529411764,0.47058823529411764,lower_crime,lower_change
E01000060,Barking and Dagenham 006B,47,1999,Barking and Dagenham,55.0,23.51175587793897,27.51375687843922,-0.14545454545454545,0.14545454545454545,lower_crime,lower_change
E01000061,Barking and Dagenham 006C,42,1869,Barking and Dagenham,29.0,22.471910112359552,15.516318887105404,0.4482758620689656,0.4482758620689656,lower_crime,lower_change
E01000062,Barking and Dagenham 006D,21,2378,Barking and Dagenham,17.0,8.830950378469302,7.1488645920941964,0.23529411764705885,0.23529411764705885,lower_crime,lower_change
E01000063,Barking and Dagenham 004A,15,1843,Barking and Dagenham,13.0,8.138903960933261,7.053716766142159,0.1538461538461539,0.1538461538461539,lower_crime,lower_change
E01000064,Barking and Dagenham 006E,36,2204,Barking and Dagenham,27.0,16.33393829401089,12.250453720508167,0.33333333333333326,0.33333333333333326,lower_crime,lower_change
E01000065,Barking and Dagenham 007A,29,1779,Barking and Dagenham,24.0,16.301292861157954,13.490725126475548,0.20833333333333337,0.20833333333333337,lower_crime,lower_change
E01000066,Barking and Dagenham 011A,7,2304,Barking and Dagenham,25.0,3.0381944444444446,10.850694444444445,-0.72,0.72,lower_crime,lower_change
E01000067,Barking and Dagenham 011B,13,2222,Barking and Dagenham,21.0,5.8505850585058505,9.450945094509452,-0.380952380952381,0.380952380952381,lower_crime,lower_change
E01000068,Barking and Dagenham 016E,11,1534,Barking and Dagenham,15.0,7.170795306388527,9.778357235984355,-0.2666666666666667,0.2666666666666667,lower_crime,lower_change
E01000069,Barking and Dagenham 011C,21,1938,Barking and Dagenham,8.0,10.8359133126935,4.12796697626419,1.625,1.625,lower_crime,top_50
E01000070,Barking and Dagenham 011D,48,2190,Barking and Dagenham,37.0,21.91780821917808,16.894977168949772,0.2972972972972972,0.2972972972972972,lower_crime,lower_change
E01000071,Barking and Dagenham 011E,30,2637,Barking and Dagenham,26.0,11.376564277588168,9.859689040576413,0.15384615384615374,0.15384615384615374,lower_crime,lower_change
E01000072,Barking and Dagenham 017E,48,2128,Barking and Dagenham,48.0,22.55639097744361,22.55639097744361,0.0,0.0,lower_crime,lower_change
E01000073,Barking and Dagenham 012B,16,1791,Barking and Dagenham,15.0,8.93355667225014,8.375209380234505,0.06666666666666674,0.06666666666666674,lower_crime,lower_change
E01000074,Barking and Dagenham 012C,20,1627,Barking and Dagenham,19.0,12.292562999385371,11.677934849416102,0.05263157894736844,0.05263157894736844,lower_crime,lower_change
E01000075,Barking and Dagenham 012D,51,1883,Barking and Dagenham,39.0,27.084439723844927,20.711630377057887,0.3076923076923076,0.3076923076923076,lower_crime,lower_change
E01000076,Barking and Dagenham 012E,21,2111,Barking and Dagenham,16.0,9.94789199431549,7.579346281383231,0.31250000000000006,0.31250000000000006,lower_crime,lower_change
E01000077,Barking and Dagenham 008F,32,1565,Barking and Dagenham,16.0,20.447284345047922,10.223642172523961,1.0,1.0,lower_crime,top_50
E01000078,Barking and Dagenham 007B,33,1892,Barking and Dagenham,23.0,17.441860465116278,12.156448202959831,0.43478260869565205,0.43478260869565205,lower_crime,lower_change
E01000079,Barking and Dagenham 009E,13,1772,Barking and Dagenham,18.0,7.336343115124153,10.15801354401806,-0.27777777777777785,0.27777777777777785,lower_crime,lower_change
E01000080,Barking and Dagenham 007C,21,1612,Barking and Dagenham,30.0,13.027295285359802,18.610421836228287,-0.29999999999999993,0.29999999999999993,lower_crime,lower_change
E01000081,Barking and Dagenham 007D,10,1846,Barking and Dagenham,17.0,5.417118093174431,9.209100758396533,-0.4117647058823529,0.4117647058823529,lower_crime,lower_change
E01000082,Barking and Dagenham 007E,22,2079,Barking and Dagenham,19.0,10.582010582010582,9.139009139009138,0.1578947368421054,0.1578947368421054,lower_crime,lower_change
E01000083,Barking and Dagenham 007F,21,1937,Barking and Dagenham,15.0,10.841507485802788,7.743933918430563,0.4,0.4,lower_crime,lower_change
E01000084,Barking and Dagenham 013D,33,1426,Barking and Dagenham,47.0,23.141654978962134,32.959326788218796,-0.2978723404255319,0.2978723404255319,top_250,lower_change
E01000085,Barking and Dagenham 013E,29,1889,Barking and Dagenham,42.0,15.352038115404977,22.23398623610376,-0.30952380952380953,0.30952380952380953,lower_crime,lower_change
E01000086,Barking and Dagenham 013F,31,1469,Barking and Dagenham,17.0,21.102791014295438,11.572498298162015,0.8235294117647056,0.8235294117647056,lower_crime,top_250
E01000087,Barking and Dagenham 020B,24,1620,Barking and Dagenham,52.0,14.814814814814815,32.098765432098766,-0.5384615384615384,0.5384615384615384,top_250,lower_change
E01000088,Barking and Dagenham 020C,33,2105,Barking and Dagenham,32.0,15.676959619952495,15.20190023752969,0.031250000000000104,0.031250000000000104,lower_crime,lower_change
E01000089,Barking and Dagenham 020D,17,1886,Barking and Dagenham,12.0,9.013785790031813,6.362672322375397,0.41666666666666663,0.41666666666666663,lower_crime,lower_change
E01000090,Barking and Dagenham 020E,27,1729,Barking and Dagenham,27.0,15.615962984384037,15.615962984384037,0.0,0.0,lower_crime,lower_change
E01000091,Barking and Dagenham 022A,26,2105,Barking and Dagenham,27.0,12.351543942992874,12.826603325415677,-0.03703703703703702,0.03703703703703702,lower_crime,lower_change
E01000092,Barking and Dagenham 019E,91,5820,Barking and Dagenham,67.0,15.63573883161512,11.512027491408935,0.3582089552238806,0.3582089552238806,lower_crime,lower_change
E01000093,Barking and Dagenham 022B,28,1797,Barking and Dagenham,28.0,15.581524763494713,15.581524763494713,0.0,0.0,lower_crime,lower_change
E01000094,Barking and Dagenham 022C,14,2294,Barking and Dagenham,21.0,6.102877070619006,9.15431560592851,-0.33333333333333337,0.33333333333333337,lower_crime,lower_change
E01000095,Barking and Dagenham 018E,46,1851,Barking and Dagenham,38.0,24.851431658562937,20.529443544030254,0.2105263157894736,0.2105263157894736,lower_crime,lower_change
E01000096,Barking and Dagenham 022D,36,1828,Barking and Dagenham,36.0,19.693654266958426,19.693654266958426,0.0,0.0,lower_crime,lower_change
E01000097,Barking and Dagenham 023C,16,1843,Barking and Dagenham,24.0,8.681497558328811,13.022246337493218,-0.3333333333333334,0.3333333333333334,lower_crime,lower_change
E01000098,Barking and Dagenham 023D,20,1824,Barking and Dagenham,28.0,10.964912280701755,15.350877192982455,-0.28571428571428564,0.28571428571428564,lower_crime,lower_change
E01000099,Barking and Dagenham 023E,16,2474,Barking and Dagenham,20.0,6.467259498787389,8.084074373484237,-0.2000000000000001,0.2000000000000001,lower_crime,lower_change
E01000100,Barking and Dagenham 004B,15,1764,Barking and Dagenham,18.0,8.503401360544217,10.204081632653061,-0.1666666666666667,0.1666666666666667,lower_crime,lower_change
E01000101,Barking and Dagenham 004C,22,1620,Barking and Dagenham,19.0,13.580246913580247,11.728395061728396,0.1578947368421052,0.1578947368421052,lower_crime,lower_change
E01000102,Barking and Dagenham 007G,13,1517,Barking and Dagenham,13.0,8.569545154911008,8.569545154911008,0.0,0.0,lower_crime,lower_change
E01000103,Barking and Dagenham 014A,10,1689,Barking and Dagenham,11.0,5.920663114268798,6.512729425695678,-0.09090909090909091,0.09090909090909091,lower_crime,lower_change
E01000104,Barking and Dagenham 014B,31,2010,Barking and Dagenham,18.0,15.422885572139304,8.955223880597014,0.7222222222222224,0.7222222222222224,lower_crime,top_250
E01000105,Barking and Dagenham 014C,52,2299,Barking and Dagenham,75.0,22.618529795563287,32.622879512831666,-0.3066666666666667,0.3066666666666667,top_250,lower_change
E01000106,Barking and Dagenham 014D,42,2192,Barking and Dagenham,50.0,19.16058394160584,22.81021897810219,-0.15999999999999995,0.15999999999999995,lower_crime,lower_change
E01000107,Barking and Dagenham 010C,13,1803,Barking and Dagenham,16.0,7.210205213533,8.874098724348308,-0.18749999999999994,0.18749999999999994,lower_crime,lower_change
E01000108,Barking and Dagenham 010D,31,1892,Barking and Dagenham,24.0,16.38477801268499,12.684989429175475,0.29166666666666674,0.29166666666666674,lower_crime,lower_change
E01000109,Barking and Dagenham 004D,29,2768,Barking and Dagenham,27.0,10.476878612716764,9.754335260115607,0.07407407407407418,0.07407407407407418,lower_crime,lower_change
E01000110,Barking and Dagenham 002C,15,1464,Barking and Dagenham,7.0,10.245901639344263,4.781420765027322,1.142857142857143,1.142857142857143,lower_crime,top_50
E01000111,Barking and Dagenham 002D,43,2052,Barking and Dagenham,23.0,20.955165692007796,11.208576998050683,0.8695652173913041,0.8695652173913041,lower_crime,top_50
E01000112,Barking and Dagenham 002E,23,2164,Barking and Dagenham,17.0,10.628465804066543,7.855822550831793,0.35294117647058815,0.35294117647058815,lower_crime,lower_change
E01000113,Barking and Dagenham 002F,28,1805,Barking and Dagenham,26.0,15.512465373961218,14.404432132963988,0.07692307692307693,0.07692307692307693,lower_crime,lower_change
E01000114,Barking and Dagenham 004E,32,2437,Barking and Dagenham,35.0,13.130898645876076,14.36192039392696,-0.08571428571428581,0.08571428571428581,lower_crime,lower_change
E01000115,Barnet 009A,8,1353,Barnet,1.0,5.912786400591279,0.7390983000739099,7.0,7.0,lower_crime,top_50
E01000116,Barnet 009B,14,1744,Barnet,12.0,8.027522935779816,6.8807339449541285,0.16666666666666655,0.16666666666666655,lower_crime,lower_change
E01000117,Barnet 010A,14,1780,Barnet,8.0,7.865168539325842,4.49438202247191,0.7499999999999998,0.7499999999999998,lower_crime,top_250
E01000118,Barnet 010B,14,2135,Barnet,12.0,6.557377049180328,5.620608899297424,0.16666666666666669,0.16666666666666669,lower_crime,lower_change
E01000119,Barnet 009C,10,1727,Barnet,7.0,5.790387955993052,4.053271569195136,0.42857142857142866,0.42857142857142866,lower_crime,lower_change
E01000120,Barnet 009D,9,1486,Barnet,8.0,6.056527590847914,5.383580080753701,0.12500000000000003,0.12500000000000003,lower_crime,lower_change
E01000121,Barnet 010C,8,1463,Barnet,9.0,5.468215994531784,6.151742993848257,-0.11111111111111108,0.11111111111111108,lower_crime,lower_change
E01000122,Barnet 009E,5,1461,Barnet,5.0,3.4223134839151266,3.4223134839151266,0.0,0.0,lower_crime,lower_change
E01000123,Barnet 010D,15,1746,Barnet,12.0,8.59106529209622,6.8728522336769755,0.25000000000000006,0.25000000000000006,lower_crime,lower_change
E01000124,Barnet 010E,22,1779,Barnet,26.0,12.366498032602586,14.61495222034851,-0.15384615384615383,0.15384615384615383,lower_crime,lower_change
E01000125,Barnet 024A,30,3282,Barnet,49.0,9.140767824497258,14.929920780012187,-0.38775510204081626,0.38775510204081626,lower_crime,lower_change
E01000126,Barnet 026A,14,2260,Barnet,18.0,6.1946902654867255,7.964601769911504,-0.22222222222222224,0.22222222222222224,lower_crime,lower_change
E01000127,Barnet 024B,12,1572,Barnet,17.0,7.633587786259542,10.814249363867685,-0.29411764705882354,0.29411764705882354,lower_crime,lower_change
E01000128,Barnet 024C,23,1961,Barnet,12.0,11.72870984191739,6.119326874043855,0.9166666666666667,0.9166666666666667,lower_crime,top_50
E01000129,Barnet 024D,49,1840,Barnet,61.0,26.630434782608695,33.15217391304348,-0.1967213114754098,0.1967213114754098,top_250,lower_change
E01000130,Barnet 021A,17,1854,Barnet,10.0,9.169363538295578,5.393743257820928,0.7000000000000001,0.7000000000000001,lower_crime,top_250
E01000131,Barnet 024E,13,1995,Barnet,22.0,6.516290726817043,11.027568922305765,-0.4090909090909091,0.4090909090909091,lower_crime,lower_change
E01000132,Barnet 021B,13,1539,Barnet,10.0,8.447043534762834,6.49772579597141,0.3000000000000002,0.3000000000000002,lower_crime,lower_change
E01000133,Barnet 021C,12,1680,Barnet,15.0,7.142857142857143,8.928571428571429,-0.19999999999999998,0.19999999999999998,lower_crime,lower_change
E01000134,Barnet 024F,13,1772,Barnet,5.0,7.336343115124153,2.8216704288939054,1.5999999999999996,1.5999999999999996,lower_crime,top_50
E01000135,Barnet 038A,10,1745,Barnet,5.0,5.730659025787966,2.865329512893983,1.0,1.0,lower_crime,top_50
E01000136,Barnet 038B,19,1618,Barnet,9.0,11.742892459826948,5.562422744128554,1.1111111111111112,1.1111111111111112,lower_crime,top_50
E01000137,Barnet 041A,16,1682,Barnet,12.0,9.512485136741974,7.13436385255648,0.3333333333333334,0.3333333333333334,lower_crime,lower_change
E01000138,Barnet 040A,7,1560,Barnet,11.0,4.487179487179487,7.051282051282051,-0.3636363636363636,0.3636363636363636,lower_crime,lower_change
E01000139,Barnet 041B,14,1600,Barnet,12.0,8.75,7.5,0.16666666666666666,0.16666666666666666,lower_crime,lower_change
E01000140,Barnet 041C,16,2143,Barnet,21.0,7.466168922071862,9.799346710219318,-0.238095238095238,0.238095238095238,lower_crime,lower_change
E01000141,Barnet 039A,104,2303,Barnet,68.0,45.15848892748589,29.52670429874077,0.5294117647058826,0.5294117647058826,top_250,top_250
E01000142,Barnet 040B,11,2706,Barnet,17.0,4.065040650406504,6.2823355506282335,-0.35294117647058815,0.35294117647058815,lower_crime,lower_change
E01000143,Barnet 041D,16,1502,Barnet,16.0,10.652463382157125,10.652463382157125,0.0,0.0,lower_crime,lower_change
E01000144,Barnet 038C,25,1786,Barnet,31.0,13.997760358342665,17.357222844344903,-0.19354838709677413,0.19354838709677413,lower_crime,lower_change
E01000145,Barnet 037A,22,1716,Barnet,8.0,12.820512820512821,4.662004662004662,1.75,1.75,lower_crime,top_50
E01000146,Barnet 038D,47,2141,Barnet,51.0,21.952358710882766,23.82064455861747,-0.07843137254901962,0.07843137254901962,lower_crime,lower_change
E01000147,Barnet 030A,4,1899,Barnet,11.0,2.10637177461822,5.792522380200105,-0.6363636363636364,0.6363636363636364,lower_crime,lower_change
E01000148,Barnet 030B,30,3197,Barnet,39.0,9.383797309978105,12.198936502971536,-0.23076923076923075,0.23076923076923075,lower_crime,lower_change
E01000150,Barnet 036A,25,2261,Barnet,24.0,11.057054400707651,10.614772224679346,0.041666666666666595,0.041666666666666595,lower_crime,lower_change
E01000151,Barnet 026B,39,1790,Barnet,25.0,21.787709497206706,13.966480446927374,0.5600000000000002,0.5600000000000002,lower_crime,top_250
E01000152,Barnet 026C,23,1890,Barnet,15.0,12.16931216931217,7.936507936507937,0.5333333333333333,0.5333333333333333,lower_crime,top_250
E01000153,Barnet 026D,18,1811,Barnet,22.0,9.939260077305356,12.14798453892877,-0.18181818181818188,0.18181818181818188,lower_crime,lower_change
E01000154,Barnet 026E,12,1725,Barnet,14.0,6.956521739130435,8.115942028985508,-0.14285714285714293,0.14285714285714293,lower_crime,lower_change
E01000155,Barnet 030D,52,4984,Barnet,54.0,10.43338683788122,10.834670947030498,-0.03703703703703711,0.03703703703703711,lower_crime,lower_change
E01000156,Barnet 022A,18,2123,Barnet,5.0,8.478568064060292,2.3551577955723033,2.6,2.6,lower_crime,top_50
E01000157,Barnet 022B,13,1636,Barnet,5.0,7.946210268948655,3.056234718826406,1.6,1.6,lower_crime,top_50
E01000158,Barnet 015A,15,1487,Barnet,12.0,10.087424344317418,8.069939475453934,0.25000000000000006,0.25000000000000006,lower_crime,lower_change
E01000159,Barnet 015B,23,1818,Barnet,20.0,12.651265126512651,11.001100110011,0.15000000000000008,0.15000000000000008,lower_crime,lower_change
E01000160,Barnet 015C,25,2202,Barnet,30.0,11.353315168029065,13.623978201634877,-0.16666666666666663,0.16666666666666663,lower_crime,lower_change
E01000161,Barnet 015D,24,2480,Barnet,13.0,9.67741935483871,5.241935483870968,0.8461538461538461,0.8461538461538461,lower_crime,top_250
E01000162,Barnet 015E,28,1646,Barnet,26.0,17.01093560145808,15.795868772782503,0.07692307692307687,0.07692307692307687,lower_crime,lower_change
E01000163,Barnet 022C,9,1703,Barnet,10.0,5.284791544333529,5.871990604815032,-0.10000000000000003,0.10000000000000003,lower_crime,lower_change
E01000164,Barnet 022D,29,1845,Barnet,40.0,15.718157181571815,21.680216802168022,-0.2750000000000001,0.2750000000000001,lower_crime,lower_change
E01000165,Barnet 022E,11,1897,Barnet,7.0,5.7986294148655775,3.690036900369004,0.5714285714285714,0.5714285714285714,lower_crime,top_250
E01000166,Barnet 003A,12,1597,Barnet,12.0,7.514088916718848,7.514088916718848,0.0,0.0,lower_crime,lower_change
E01000167,Barnet 002A,17,1323,Barnet,8.0,12.849584278155707,6.046863189720333,1.1249999999999998,1.1249999999999998,lower_crime,top_50
E01000168,Barnet 003B,7,1592,Barnet,3.0,4.396984924623116,1.8844221105527639,1.3333333333333333,1.3333333333333333,lower_crime,top_50
E01000169,Barnet 003C,4,1631,Barnet,14.0,2.452483139178418,8.583690987124463,-0.7142857142857143,0.7142857142857143,lower_crime,lower_change
E01000170,Barnet 006A,22,1845,Barnet,21.0,11.924119241192411,11.382113821138212,0.047619047619047485,0.047619047619047485,lower_crime,lower_change
E01000171,Barnet 006B,44,2361,Barnet,25.0,18.636171113934772,10.58873358746294,0.7599999999999998,0.7599999999999998,lower_crime,top_250
E01000172,Barnet 003D,9,1773,Barnet,4.0,5.0761421319796955,2.2560631697687534,1.2500000000000002,1.2500000000000002,lower_crime,top_50
E01000173,Barnet 006C,10,1775,Barnet,8.0,5.633802816901408,4.507042253521127,0.24999999999999986,0.24999999999999986,lower_crime,lower_change
E01000174,Barnet 006D,18,1963,Barnet,14.0,9.169638308711157,7.131940906775344,0.2857142857142858,0.2857142857142858,lower_crime,lower_change
E01000175,Barnet 006E,12,1507,Barnet,4.0,7.962840079628401,2.6542800265428004,1.9999999999999996,1.9999999999999996,lower_crime,top_50
E01000176,Barnet 027A,14,1703,Barnet,11.0,8.220786846741046,6.4591896652965355,0.2727272727272728,0.2727272727272728,lower_crime,lower_change
E01000177,Barnet 029A,5,1835,Barnet,11.0,2.7247956403269753,5.994550408719346,-0.5454545454545454,0.5454545454545454,lower_crime,lower_change
E01000178,Barnet 027B,11,1835,Barnet,6.0,5.994550408719346,3.2697547683923704,0.8333333333333333,0.8333333333333333,lower_crime,top_250
E01000179,Barnet 029B,16,1780,Barnet,5.0,8.98876404494382,2.808988764044944,2.2,2.2,lower_crime,top_50
E01000180,Barnet 029C,7,1778,Barnet,22.0,3.937007874015748,12.373453318335208,-0.6818181818181818,0.6818181818181818,lower_crime,lower_change
E01000181,Barnet 029D,25,1804,Barnet,23.0,13.858093126385809,12.749445676274945,0.08695652173913035,0.08695652173913035,lower_crime,lower_change
E01000182,Barnet 029E,42,1888,Barnet,29.0,22.24576271186441,15.360169491525424,0.4482758620689656,0.4482758620689656,lower_crime,lower_change
E01000183,Barnet 033A,13,1678,Barnet,7.0,7.747318235995232,4.171632896305125,0.8571428571428571,0.8571428571428571,lower_crime,top_250
E01000184,Barnet 027C,16,1762,Barnet,8.0,9.080590238365494,4.540295119182747,1.0,1.0,lower_crime,top_50
E01000185,Barnet 029F,10,1528,Barnet,6.0,6.544502617801047,3.926701570680628,0.6666666666666667,0.6666666666666667,lower_crime,top_250
E01000186,Barnet 014A,3,1739,Barnet,2.0,1.7251293847038527,1.1500862564692351,0.5,0.5,lower_crime,top_250
E01000187,Barnet 014B,7,1736,Barnet,9.0,4.032258064516129,5.184331797235023,-0.22222222222222224,0.22222222222222224,lower_crime,lower_change
E01000188,Barnet 014C,11,1542,Barnet,11.0,7.133592736705578,7.133592736705578,0.0,0.0,lower_crime,lower_change
E01000189,Barnet 014D,14,2235,Barnet,8.0,6.263982102908278,3.5794183445190155,0.7500000000000002,0.7500000000000002,lower_crime,top_250
E01000190,Barnet 014E,3,1715,Barnet,10.0,1.749271137026239,5.830903790087463,-0.7,0.7,lower_crime,lower_change
