source,target
#middleclass,#stopandsearch
#crackdown,#drug
#drug,#middleclass
#crackdown,#middleclass
#charliehebdo,#terror
#charliehebdo,#london
#charliehebdo,#uk
#london,#terror
#terror,#uk
#london,#uk
#hatuntash,#stabbing
#hatuntash,#speakerscorner
#acts17apologetics,#hatuntash
#davidwood,#hatuntash
#hatuntash,#londo
#speakerscorner,#stabbing
#acts17apologetics,#stabbing
#davidwood,#stabbing
#londo,#stabbing
#acts17apologetics,#speakerscorner
#davidwood,#speakerscorner
#londo,#speakerscorner
#acts17apologetics,#davidwood
#acts17apologetics,#londo
#davidwood,#londo
#hatuntash,#stabbing
#hatuntash,#speakerscorner
#acts17apologetics,#hatuntash
#davidwood,#hatuntash
#speakerscorner,#stabbing
#acts17apologetics,#stabbing
#davidwood,#stabbing
#acts17apologetics,#speakerscorner
#davidwood,#speakerscorner
#acts17apologetics,#davidwood
#london,#stabbing
#enoughisenough,#stabbing
#stabbing,#stop
#enoughisenough,#london
#london,#stop
#enoughisenough,#stop
#stabbing,#tube
#london,#stabbing
#brixton,#stabbing
#london,#tube
#brixton,#tube
#brixton,#london
#london,#stabbing
#brixton,#stabbing
#brixton,#london
#bexley,#stabbing
